设备ID,经度,纬度,所在城市,设备类型,接入方式,接入节点,接入时延
天津-0353,116.844732,39.463467,天津市,laptop,Wifi,langfang_man1,4.971438779040106
天津-0354,117.100036,39.099543,天津市,传感器,Cellular,tianjin_man2,4.128087414616366
天津-0355,117.102378,39.088423,天津市,传感器,Ethernet,tianjin_man2,1.8739558769585014
天津-0356,117.140506,39.096085,天津市,传感器,Cellular,tianjin_man2,7.174194314962088
天津-0357,117.309011,38.952901,天津市,传感器,Wifi,tianjin_man1,4.77165804588526
天津-0358,117.100061,39.099727,天津市,laptop,Cellular,tianjin_man2,7.630676813215316
天津-0359,116.92128,39.068522,天津市,PC,Wifi,tianjin_man2,4.619703094652166
天津-0360,117.099989,39.100003,天津市,PC,Ethernet,tianjin_man2,1.389794121369126
天津-0361,117.072103,39.094299,天津市,laptop,Cellular,tianjin_man2,2.240882603496972
天津-0362,117.142651,39.289029,天津市,PC,Ethernet,tianjin_man2,1.189236831943357
天津-0363,117.100202,39.100965,天津市,PC,Wifi,tianjin_man2,1.472381823323989
天津-0364,117.106167,39.095676,天津市,传感器,Cellular,tianjin_man2,4.516648490295445
天津-0365,117.100321,39.099966,天津市,PC,Cellular,tianjin_man2,2.8595339171693412
天津-0366,117.121391,38.823826,天津市,传感器,Wifi,tianjin_man2,1.0442538947274347
天津-0367,117.232398,39.011522,天津市,laptop,Ethernet,tianjin_man1,1.2691441849987037
天津-0368,117.139749,39.154506,天津市,手机,Cellular,tianjin_man2,3.459083855414409
天津-0369,116.715269,39.296222,天津市,手机,Wifi,langfang_man1,2.812280663947852
天津-0370,117.100261,39.099794,天津市,PC,Cellular,tianjin_man2,5.877589793903752
天津-0371,117.120986,38.678406,天津市,laptop,Wifi,tianjin_man2,4.289051812498833
天津-0372,117.163508,38.933524,天津市,传感器,Ethernet,tianjin_man2,1.2644771813936533
天津-0373,117.163886,38.927414,天津市,PC,Cellular,tianjin_man2,3.4029926715605705
天津-0374,117.100056,39.100017,天津市,PC,Ethernet,tianjin_man2,1.6696608870034741
天津-0375,117.057445,39.074635,天津市,传感器,Wifi,tianjin_man2,2.2083386432482817
天津-0376,117.100288,39.100055,天津市,PC,Cellular,tianjin_man2,5.606806156564661
天津-0377,117.271468,38.912281,天津市,传感器,Wifi,tianjin_man1,4.742034260302548
天津-0378,117.205599,39.018089,天津市,手机,Cellular,tianjin_man1,7.203172669736455
天津-0379,117.058084,38.891468,天津市,laptop,Wifi,tianjin_man2,1.9093112811175321
天津-0380,117.100051,39.100284,天津市,PC,Wifi,tianjin_man2,4.5368862438808115
天津-0381,117.097528,39.154246,天津市,PC,Ethernet,tianjin_man2,1.7146898389413545
天津-0382,117.189324,39.166753,天津市,laptop,Ethernet,tianjin_man1,1.3153185297825052
天津-0383,117.103758,39.096958,天津市,传感器,Wifi,tianjin_man2,1.8154619887705792
天津-0384,117.260245,38.848703,天津市,laptop,Ethernet,tianjin_man1,1.4649863783416706
天津-0385,117.219071,39.186777,天津市,手机,Wifi,tianjin_man1,3.909227532836659
天津-0386,117.121123,39.071345,天津市,传感器,Ethernet,tianjin_man2,1.3922480168503355
天津-0387,117.142529,39.292381,天津市,手机,Wifi,tianjin_man2,1.6717208929536125
天津-0388,117.099948,39.100011,天津市,传感器,Cellular,tianjin_man2,6.632534591298368
天津-0389,117.062853,39.100923,天津市,传感器,Cellular,tianjin_man2,3.882327055644746
天津-0390,117.223774,39.213869,天津市,手机,Ethernet,tianjin_man1,1.742380700507593
天津-0391,117.094208,39.090611,天津市,laptop,Ethernet,tianjin_man2,1.8962949562929337
天津-0392,117.196937,39.17309,天津市,PC,Cellular,tianjin_man1,3.0382149840519057
天津-0393,117.102483,39.097392,天津市,手机,Wifi,tianjin_man2,4.672367661893982
天津-0394,117.148803,39.049369,天津市,手机,Ethernet,tianjin_man2,1.240690726233465
天津-0395,117.001505,39.321378,天津市,手机,Wifi,langfang_man1,1.5000627940499403
天津-0396,117.097214,39.107751,天津市,PC,Cellular,tianjin_man2,3.975031633536881
天津-0397,117.087544,39.073226,天津市,PC,Ethernet,tianjin_man2,1.4215182379468057
天津-0398,117.1078,39.090396,天津市,传感器,Wifi,tianjin_man2,1.3473197751370622
天津-0399,117.110344,39.114217,天津市,传感器,Cellular,tianjin_man2,5.951657189366731
天津-0400,117.099202,39.097483,天津市,手机,Wifi,tianjin_man2,4.586112098010542
天津-0401,117.064273,39.123477,天津市,laptop,Cellular,tianjin_man2,3.565744918513502
天津-0402,116.905819,38.898105,天津市,PC,Wifi,tianjin_man2,1.4293650902634267
天津-0403,117.101053,39.165351,天津市,手机,Ethernet,tianjin_man2,1.2275237895423907
天津-0404,117.085227,39.103044,天津市,laptop,Cellular,tianjin_man2,2.0827276523959677
天津-0405,117.21908,38.868248,天津市,传感器,Wifi,tianjin_man1,1.9609003632759707
天津-0406,117.10328,39.149299,天津市,手机,Ethernet,tianjin_man2,1.2694861537303836
天津-0407,117.099875,39.099905,天津市,PC,Wifi,tianjin_man2,1.2798622341007713
天津-0408,117.144295,39.068885,天津市,传感器,Cellular,tianjin_man2,3.315388911021407
天津-0409,116.960938,38.997448,天津市,PC,Ethernet,tianjin_man2,1.0644203919335085
天津-0410,117.099892,39.100631,天津市,laptop,Ethernet,tianjin_man2,1.0385474599126403
天津-0411,117.225055,38.922162,天津市,PC,Cellular,tianjin_man1,5.224788602683187
天津-0412,117.092458,39.088833,天津市,laptop,Cellular,tianjin_man2,2.3089935176879544
天津-0413,117.099516,39.07156,天津市,手机,Cellular,tianjin_man2,2.439654291579055
天津-0414,117.096627,39.139494,天津市,laptop,Wifi,tianjin_man2,3.0603420415293896
天津-0415,117.256414,39.125776,天津市,PC,Ethernet,tianjin_man1,1.5778705662404082
天津-0416,116.898229,39.085062,天津市,laptop,Cellular,tianjin_man2,7.3281860007617565
天津-0417,117.09954,39.099381,天津市,PC,Ethernet,tianjin_man2,1.336903450562559
天津-0418,117.110356,39.095489,天津市,laptop,Ethernet,tianjin_man2,1.4484830203394825
天津-0419,117.485097,39.046468,天津市,laptop,Wifi,tianjin_man1,3.6343681856655436
天津-0420,117.106271,39.103486,天津市,PC,Cellular,tianjin_man2,1.532309809079646
天津-0421,117.099771,39.10021,天津市,传感器,Ethernet,tianjin_man2,1.843952222459272
天津-0422,117.028045,39.025417,天津市,传感器,Cellular,tianjin_man2,3.0443786727031505
天津-0423,117.179678,39.13976,天津市,PC,Ethernet,tianjin_man1,1.9381572372092997
天津-0424,117.012403,38.953195,天津市,PC,Ethernet,tianjin_man2,1.6324286029166808
天津-0425,117.12819,39.068863,天津市,传感器,Ethernet,tianjin_man2,1.0999472329257745
天津-0426,117.084749,39.150495,天津市,laptop,Wifi,tianjin_man2,1.8559719872938336
天津-0427,117.104342,39.100815,天津市,PC,Ethernet,tianjin_man2,1.5338437286448758
天津-0428,116.962209,39.082309,天津市,传感器,Cellular,tianjin_man2,4.2357433469067
天津-0429,117.132483,39.093968,天津市,PC,Cellular,tianjin_man2,1.3272018821562703
天津-0430,117.099265,39.099497,天津市,传感器,Wifi,tianjin_man2,3.3065238966599484
天津-0431,117.135612,39.080375,天津市,laptop,Wifi,tianjin_man2,2.77447263110626
天津-0432,117.294006,39.520232,天津市,传感器,Ethernet,tianjin_man1,1.3298601070311318
天津-0433,117.099987,39.099969,天津市,传感器,Wifi,tianjin_man2,3.4239240463600265
天津-0434,117.098436,39.095284,天津市,传感器,Wifi,tianjin_man2,4.637276896367376
天津-0435,117.099993,39.099996,天津市,PC,Wifi,tianjin_man2,4.304050242024244
天津-0436,117.141644,39.068738,天津市,laptop,Ethernet,tianjin_man2,1.440286514813157
天津-0437,117.120277,39.104486,天津市,手机,Ethernet,tianjin_man2,1.870425446859695
天津-0438,116.768851,39.305923,天津市,PC,Ethernet,langfang_man1,1.1949201549120918
天津-0439,117.094522,39.102538,天津市,传感器,Cellular,tianjin_man2,7.1561097700874505
天津-0440,117.080199,39.172861,天津市,PC,Ethernet,tianjin_man2,1.0102429759670888
天津-0441,117.094799,39.100814,天津市,PC,Wifi,tianjin_man2,1.5960319157926177
天津-0442,117.074577,39.070053,天津市,手机,Wifi,tianjin_man2,1.468719420819761
天津-0443,117.100005,39.100005,天津市,手机,Cellular,tianjin_man2,7.59339900067718
天津-0444,116.784874,39.128095,天津市,手机,Wifi,tianjin_man2,3.74040650585005
天津-0445,117.095036,39.106662,天津市,手机,Ethernet,tianjin_man2,1.8891557893034108
天津-0446,117.185869,39.035452,天津市,手机,Ethernet,tianjin_man1,1.7790226379706517
天津-0447,117.075168,39.038197,天津市,PC,Wifi,tianjin_man2,4.239897526905685
天津-0448,117.279712,39.017477,天津市,PC,Wifi,tianjin_man1,4.405416253852732
天津-0449,117.095502,39.100613,天津市,传感器,Cellular,tianjin_man2,1.1541225209320234
天津-0450,117.100169,39.100079,天津市,传感器,Ethernet,tianjin_man2,1.6596187270910674
天津-0451,117.101357,39.098456,天津市,传感器,Wifi,tianjin_man2,2.2646011697379875
天津-0452,117.03192,39.092934,天津市,PC,Cellular,tianjin_man2,2.7498784989299603
天津-0453,117.077887,39.046586,天津市,PC,Ethernet,tianjin_man2,1.1030528464946139
天津-0454,117.100021,39.099931,天津市,PC,Cellular,tianjin_man2,2.426793924905824
天津-0455,116.662842,39.230685,天津市,传感器,Cellular,langfang_man1,5.258767773356842
天津-0456,117.076683,39.082192,天津市,laptop,Ethernet,tianjin_man2,1.0879078210197926
天津-0457,117.10001,39.100007,天津市,laptop,Cellular,tianjin_man2,7.279943905439886
天津-0458,117.145139,39.044009,天津市,laptop,Wifi,tianjin_man2,3.496990830076853
天津-0459,117.104136,39.058832,天津市,PC,Ethernet,tianjin_man2,1.788400232949499
天津-0460,117.242249,38.681128,天津市,PC,Cellular,tianjin_man1,6.089300049405842
天津-0461,117.279464,39.138564,天津市,传感器,Ethernet,tianjin_man1,1.0478564548076499
天津-0462,117.077305,39.098249,天津市,laptop,Ethernet,tianjin_man2,1.9621316946022629
天津-0463,117.100048,39.100728,天津市,传感器,Wifi,tianjin_man2,1.8684614439127012
天津-0464,117.101489,39.033098,天津市,传感器,Cellular,tianjin_man2,2.167473075017025
天津-0465,116.836138,38.852573,天津市,PC,Cellular,tianjin_man2,4.186618530475038
天津-0466,116.709232,39.140254,天津市,手机,Ethernet,tianjin_man2,1.4322343202670087
天津-0467,116.567857,39.194607,天津市,手机,Ethernet,langfang_man1,1.6737843765636322
天津-0468,117.229131,39.262146,天津市,PC,Wifi,tianjin_man1,2.166485036853741
天津-0469,117.099981,39.10001,天津市,laptop,Ethernet,tianjin_man2,1.7137760780165288
天津-0470,117.231437,39.106632,天津市,laptop,Cellular,tianjin_man1,4.580546729721263
天津-0471,117.400342,39.436216,天津市,PC,Ethernet,tianjin_man1,1.1542272146293313
天津-0472,117.067159,39.068799,天津市,传感器,Ethernet,tianjin_man2,1.3843872108195836
天津-0473,117.242021,39.100693,天津市,传感器,Cellular,tianjin_man1,6.651747552536923
天津-0474,117.100046,39.099962,天津市,传感器,Ethernet,tianjin_man2,1.2535097051007933
天津-0475,117.011508,39.096634,天津市,传感器,Wifi,tianjin_man2,4.708727798057511
天津-0476,117.110294,39.137835,天津市,传感器,Ethernet,tianjin_man2,1.7346353535841947
天津-0477,117.090089,39.09809,天津市,传感器,Cellular,tianjin_man2,1.125628227092803
天津-0478,117.298686,39.108149,天津市,传感器,Ethernet,tianjin_man1,1.5660662403983285
天津-0479,117.342547,38.951316,天津市,laptop,Ethernet,tianjin_man1,1.551242852429832
天津-0480,117.063926,38.910777,天津市,手机,Wifi,tianjin_man2,1.5070373303633295
天津-0481,117.330645,38.937819,天津市,PC,Cellular,tianjin_man1,3.628175506942223
天津-0482,117.061887,39.21299,天津市,传感器,Wifi,tianjin_man2,3.942795209784714
天津-0483,117.394794,39.070654,天津市,PC,Ethernet,tianjin_man1,1.886714411722326
天津-0484,117.253819,38.734047,天津市,laptop,Ethernet,tianjin_man1,1.1036880297096516
天津-0485,117.099523,39.084244,天津市,手机,Cellular,tianjin_man2,5.236260424631826
天津-0486,117.186216,39.168723,天津市,laptop,Cellular,tianjin_man1,7.8040506361738515
天津-0487,117.10259,39.098511,天津市,传感器,Wifi,tianjin_man2,4.64231574546867
天津-0488,116.954971,39.309028,天津市,传感器,Cellular,langfang_man1,1.851786226633857
天津-0489,117.108055,39.102229,天津市,laptop,Wifi,tianjin_man2,4.684822442624607
天津-0490,117.154753,38.910781,天津市,手机,Ethernet,tianjin_man2,1.0911025307327369
天津-0491,117.16601,38.943098,天津市,手机,Cellular,tianjin_man1,2.166995030189539
天津-0492,117.593513,38.911475,天津市,传感器,Cellular,tianjin_man1,6.676714060190475
天津-0493,117.083822,39.088218,天津市,PC,Cellular,tianjin_man2,2.498178895325962
天津-0494,117.078434,39.142085,天津市,手机,Wifi,tianjin_man2,2.7117354026319638
天津-0495,117.242467,39.034674,天津市,传感器,Cellular,tianjin_man1,2.662060096500203
天津-0496,116.78106,38.887182,天津市,传感器,Ethernet,tianjin_man2,1.7841748812448714
天津-0497,117.547905,39.332507,天津市,传感器,Cellular,tianjin_man1,5.1454572054453065
天津-0498,117.101376,39.15926,天津市,传感器,Wifi,tianjin_man2,4.117129972139489
天津-0499,117.194652,39.104586,天津市,传感器,Cellular,tianjin_man1,7.82740316285902
天津-0500,117.098373,39.097153,天津市,laptop,Wifi,tianjin_man2,4.979397305269357
天津-0501,117.278016,38.965059,天津市,手机,Cellular,tianjin_man1,2.785606661558125
天津-0502,116.877658,38.961853,天津市,laptop,Cellular,tianjin_man2,7.425513247776184
天津-0503,117.101877,39.099029,天津市,PC,Cellular,tianjin_man2,5.890926469517072
天津-0504,117.11375,39.106896,天津市,传感器,Cellular,tianjin_man2,3.35066987104208
天津-0505,116.651079,39.375373,天津市,laptop,Wifi,langfang_man1,2.2633687617758667
天津-0506,117.524563,39.369896,天津市,传感器,Cellular,tianjin_man1,1.66205748091054
天津-0507,117.084416,39.089289,天津市,传感器,Ethernet,tianjin_man2,1.8938438772526718
天津-0508,117.169871,38.683206,天津市,传感器,Cellular,tianjin_man1,5.214931782565921
天津-0509,117.100017,39.100013,天津市,传感器,Wifi,tianjin_man2,3.30341987865881
天津-0510,117.108088,39.091996,天津市,传感器,Ethernet,tianjin_man2,1.0993672338350713
天津-0511,117.330397,39.473339,天津市,手机,Wifi,tianjin_man1,3.4889941526187025
天津-0512,117.107181,39.087795,天津市,PC,Cellular,tianjin_man2,7.004168107805246
天津-0513,116.544175,39.182974,天津市,laptop,Wifi,langfang_man1,3.393282973463302
天津-0514,117.124855,39.245015,天津市,laptop,Ethernet,tianjin_man2,1.6306444808824772
天津-0515,117.0793,39.128713,天津市,手机,Ethernet,tianjin_man2,1.053773548164179
天津-0516,117.1,39.1,天津市,laptop,Ethernet,tianjin_man2,1.5965205361660493
天津-0517,117.277284,38.879273,天津市,PC,Ethernet,tianjin_man1,1.9025669686165627
天津-0518,117.025901,39.115164,天津市,传感器,Cellular,tianjin_man2,6.228905399681297
天津-0519,117.038681,39.06498,天津市,PC,Cellular,tianjin_man2,1.4562004312591772
天津-0520,117.099717,39.097012,天津市,PC,Cellular,tianjin_man2,4.123762484419286
天津-0521,117.108773,39.236082,天津市,laptop,Cellular,tianjin_man2,2.771069701988315
天津-0522,116.843607,39.089639,天津市,laptop,Wifi,tianjin_man2,1.6095242043275242
天津-0523,117.11847,39.117753,天津市,传感器,Ethernet,tianjin_man2,1.6812417505340393
天津-0524,117.099958,39.099996,天津市,传感器,Wifi,tianjin_man2,4.07758229522684
天津-0525,117.032419,38.94487,天津市,PC,Cellular,tianjin_man2,3.1247019205930187
天津-0526,117.134479,39.123374,天津市,手机,Ethernet,tianjin_man2,1.9013396438434975
天津-0527,117.555564,38.987847,天津市,laptop,Cellular,tianjin_man1,7.238257825099524
天津-0528,117.09425,39.138762,天津市,laptop,Wifi,tianjin_man2,4.063370220656838
天津-0529,116.898697,39.292262,天津市,手机,Cellular,langfang_man1,3.3484668495322616
天津-0530,117.202101,39.009241,天津市,laptop,Ethernet,tianjin_man1,1.9230449974851935
天津-0531,117.088273,39.066234,天津市,手机,Wifi,tianjin_man2,2.5623055604167493
天津-0532,117.099504,39.099615,天津市,手机,Wifi,tianjin_man2,3.819525368034617
天津-0533,117.104028,39.106139,天津市,传感器,Wifi,tianjin_man2,4.250081568345401
天津-0534,117.131841,39.128873,天津市,PC,Ethernet,tianjin_man2,1.9104279909898547
天津-0535,116.719825,39.198641,天津市,传感器,Ethernet,langfang_man1,1.5931089174552193
天津-0536,117.030928,39.109073,天津市,手机,Ethernet,tianjin_man2,1.118339924430185
天津-0537,117.100101,39.099946,天津市,laptop,Wifi,tianjin_man2,1.6232594396414157
天津-0538,117.100191,39.09852,天津市,传感器,Cellular,tianjin_man2,3.013801208156246
天津-0539,117.103397,39.116596,天津市,laptop,Wifi,tianjin_man2,1.2409148099714034
天津-0540,117.124857,39.18286,天津市,传感器,Wifi,tianjin_man2,1.4861591561799563
天津-0541,116.954625,39.142229,天津市,PC,Cellular,tianjin_man2,7.774259976149907
天津-0542,117.072518,39.007527,天津市,传感器,Cellular,tianjin_man2,1.3823573266295477
天津-0543,116.817103,38.819576,天津市,PC,Ethernet,tianjin_man2,1.2038136152500267
天津-0544,117.087498,39.107188,天津市,PC,Cellular,tianjin_man2,1.0055390949047673
天津-0545,116.98317,39.433285,天津市,传感器,Wifi,langfang_man1,1.1098746150212784
天津-0546,117.109892,39.122802,天津市,传感器,Ethernet,tianjin_man2,1.3288281305365297
天津-0547,117.139872,39.100525,天津市,laptop,Cellular,tianjin_man2,1.682127066943976
天津-0548,117.188338,39.132035,天津市,laptop,Cellular,tianjin_man1,3.8805399736650528
天津-0549,117.391094,39.171917,天津市,传感器,Wifi,tianjin_man1,4.410607567214343
天津-0550,117.087839,39.107519,天津市,laptop,Wifi,tianjin_man2,3.132209564229906
天津-0551,116.954154,39.227339,天津市,传感器,Wifi,tianjin_man2,2.115234209542715
天津-0552,117.200892,39.103401,天津市,PC,Wifi,tianjin_man1,2.1701198691085506
天津-0553,117.083645,39.285587,天津市,传感器,Wifi,tianjin_man2,4.171982614804878
天津-0554,116.981732,39.08514,天津市,laptop,Cellular,tianjin_man2,6.72236805301509
天津-0555,117.154832,39.017483,天津市,laptop,Cellular,tianjin_man2,5.326292597100716
天津-0556,116.919274,39.220717,天津市,传感器,Ethernet,tianjin_man2,1.6579610131610534
天津-0557,117.122569,39.065602,天津市,PC,Cellular,tianjin_man2,2.450695280352377
天津-0558,117.091758,39.100075,天津市,传感器,Ethernet,tianjin_man2,1.9036350613541804
天津-0559,116.804581,38.794638,天津市,laptop,Cellular,tianjin_man2,4.080446234415598
天津-0560,117.118023,39.038099,天津市,传感器,Wifi,tianjin_man2,4.936348367916139
天津-0561,117.114656,39.118679,天津市,PC,Cellular,tianjin_man2,4.46977490763021
天津-0562,117.180959,38.962877,天津市,laptop,Wifi,tianjin_man1,2.3677888173066757
天津-0563,117.101963,39.101009,天津市,手机,Ethernet,tianjin_man2,1.724296743161379
天津-0564,117.083865,39.085964,天津市,PC,Ethernet,tianjin_man2,1.8328951919031913
天津-0565,117.100458,39.100095,天津市,手机,Cellular,tianjin_man2,3.702085654655073
天津-0566,117.1,39.1,天津市,手机,Ethernet,tianjin_man2,1.7188127790606824
天津-0567,116.857014,39.143422,天津市,传感器,Cellular,tianjin_man2,3.477189900562144
天津-0568,117.403897,38.799786,天津市,手机,Ethernet,tianjin_man1,1.6996869017564022
天津-0569,117.103203,39.08814,天津市,PC,Cellular,tianjin_man2,2.6037736589884846
天津-0570,117.151352,39.231983,天津市,PC,Wifi,tianjin_man2,1.9660452040633576
天津-0571,116.72758,39.353454,天津市,传感器,Wifi,langfang_man1,1.3708804885466854
天津-0572,116.711662,39.045974,天津市,手机,Cellular,tianjin_man2,4.905716359454042
天津-0573,117.327921,39.187084,天津市,传感器,Ethernet,tianjin_man1,1.2715062857012986
天津-0574,117.091759,39.070409,天津市,手机,Wifi,tianjin_man2,2.405988617202021
天津-0575,117.099987,39.1,天津市,PC,Ethernet,tianjin_man2,1.9652554116020613
天津-0576,117.100417,39.099875,天津市,传感器,Wifi,tianjin_man2,1.3902950127078442
天津-0577,117.112167,39.097506,天津市,手机,Cellular,tianjin_man2,5.250165205117489
天津-0578,117.096038,39.095499,天津市,laptop,Wifi,tianjin_man2,1.6732129508053153
天津-0579,117.041783,39.22248,天津市,传感器,Wifi,tianjin_man2,2.756312801134254
天津-0580,117.105412,39.09735,天津市,laptop,Wifi,tianjin_man2,3.8878692879254113
天津-0581,117.093822,38.968582,天津市,laptop,Cellular,tianjin_man2,1.9040536981946108
天津-0582,117.099997,39.1,天津市,手机,Cellular,tianjin_man2,3.4693992997748695
天津-0583,117.20179,39.144972,天津市,PC,Wifi,tianjin_man1,4.901109157622667
天津-0584,117.029323,39.153642,天津市,PC,Ethernet,tianjin_man2,1.3225851783677929
天津-0585,117.10272,39.092265,天津市,laptop,Ethernet,tianjin_man2,1.4349151224227574
天津-0586,117.100535,39.109399,天津市,手机,Wifi,tianjin_man2,4.827523741090605
天津-0587,117.099997,39.099982,天津市,传感器,Ethernet,tianjin_man2,1.2378279635379648
天津-0588,117.076797,39.101118,天津市,laptop,Wifi,tianjin_man2,2.3145995944213174
天津-0589,116.989565,39.066715,天津市,PC,Cellular,tianjin_man2,5.221209545873919
天津-0590,116.961428,38.920802,天津市,laptop,Cellular,tianjin_man2,1.7283355804891807
天津-0591,117.100264,39.099473,天津市,手机,Wifi,tianjin_man2,1.472493719234608
天津-0592,117.346135,39.209449,天津市,传感器,Wifi,tianjin_man1,4.895675907679818
天津-0593,117.100004,39.100001,天津市,传感器,Wifi,tianjin_man2,2.3812836989600026
天津-0594,117.260249,39.060674,天津市,传感器,Ethernet,tianjin_man1,1.9032199700689838
天津-0595,117.09996,39.100119,天津市,laptop,Ethernet,tianjin_man2,1.7128876310502699
天津-0596,117.101308,39.09937,天津市,手机,Wifi,tianjin_man2,1.8164540384839167
天津-0597,117.263471,38.850633,天津市,laptop,Cellular,tianjin_man1,1.1834461713431375
天津-0598,116.787373,39.177597,天津市,PC,Ethernet,tianjin_man2,1.1601393607581914
天津-0599,117.097442,39.103059,天津市,传感器,Wifi,tianjin_man2,2.1432493657421587
天津-0600,117.099877,39.1001,天津市,laptop,Wifi,tianjin_man2,1.4834817994419187
天津-0601,116.789748,39.379431,天津市,laptop,Wifi,langfang_man1,2.309061130164384
天津-0602,117.103614,39.094169,天津市,PC,Ethernet,tianjin_man2,1.5723132717716295
天津-0603,117.547754,39.175747,天津市,PC,Ethernet,tianjin_man1,1.952315158745619
天津-0604,117.160797,39.104605,天津市,手机,Ethernet,tianjin_man2,1.2069386034106633
天津-0605,116.994214,39.300537,天津市,手机,Cellular,langfang_man1,6.7246864013648
天津-0606,117.095694,39.09198,天津市,手机,Ethernet,tianjin_man2,1.4269507105631827
天津-0607,117.005824,39.152358,天津市,传感器,Wifi,tianjin_man2,1.4846681603882215
天津-0608,117.023229,39.15097,天津市,PC,Wifi,tianjin_man2,3.5188465547587087
天津-0609,117.07109,39.143829,天津市,传感器,Ethernet,tianjin_man2,1.2215188761696223
天津-0610,117.086164,39.10274,天津市,传感器,Ethernet,tianjin_man2,1.4067509959944124
天津-0611,117.043739,39.122446,天津市,PC,Ethernet,tianjin_man2,1.3787286468322129
天津-0612,117.189653,39.069301,天津市,传感器,Ethernet,tianjin_man1,1.4003189312497555
天津-0613,117.104103,39.101059,天津市,laptop,Cellular,tianjin_man2,7.582270795676818
天津-0614,117.128388,39.11177,天津市,PC,Ethernet,tianjin_man2,1.7560999010602174
天津-0615,117.100406,39.1045,天津市,传感器,Wifi,tianjin_man2,1.5801709253495262
天津-0616,117.100213,39.100621,天津市,传感器,Cellular,tianjin_man2,1.747233159263439
天津-0617,117.118536,39.067944,天津市,手机,Wifi,tianjin_man2,2.042042680084926
天津-0618,116.905638,39.410185,天津市,PC,Wifi,langfang_man1,4.981668628437856
天津-0619,117.098406,39.101815,天津市,传感器,Wifi,tianjin_man2,2.328662260014412
天津-0620,117.099938,39.086731,天津市,PC,Wifi,tianjin_man2,3.7596437088996004
天津-0621,117.106036,39.100281,天津市,PC,Ethernet,tianjin_man2,1.398260864381696
天津-0622,117.093304,39.104144,天津市,手机,Wifi,tianjin_man2,2.5390939245322923
天津-0623,117.102051,39.098297,天津市,手机,Ethernet,tianjin_man2,1.0463668699223554
天津-0624,117.129505,39.070935,天津市,手机,Wifi,tianjin_man2,1.622050441547108
石家-0001,114.449316,38.080337,石家庄市,传感器,Cellular,shijiangzhuang_man1,6.616565254133973
石家-0002,114.414887,37.994435,石家庄市,laptop,Wifi,shijiangzhuang_man1,1.1363583332312719
石家-0003,114.456328,38.079875,石家庄市,传感器,Cellular,shijiangzhuang_man1,4.878232764621614
石家-0004,114.424086,38.116662,石家庄市,PC,Ethernet,shijiangzhuang_man1,1.2497685705491204
石家-0005,114.524474,38.042717,石家庄市,laptop,Wifi,shijiangzhuang_man1,1.250651108422356
石家-0006,114.42454,38.10123,石家庄市,PC,Ethernet,shijiangzhuang_man1,1.4599611775744878
石家-0007,114.473194,38.049883,石家庄市,PC,Ethernet,shijiangzhuang_man1,1.625896425931805
石家-0008,114.551758,38.428609,石家庄市,PC,Ethernet,shijiangzhuang_man1,1.939931208974686
石家-0009,114.540693,38.124574,石家庄市,laptop,Wifi,shijiangzhuang_man1,1.0526383540987787
石家-0010,114.834864,38.177821,石家庄市,传感器,Ethernet,shijiangzhuang_man1,1.800110567786306
石家-0011,114.288903,38.110324,石家庄市,传感器,Cellular,shijiangzhuang_man1,2.8965822430516845
石家-0012,114.818412,37.943498,石家庄市,手机,Ethernet,shijiangzhuang_man1,1.4572536153291404
石家-0013,114.424236,38.138717,石家庄市,手机,Ethernet,shijiangzhuang_man1,1.131891089154227
石家-0014,113.993748,38.138741,石家庄市,传感器,Wifi,shijiangzhuang_man1,2.4949735833538664
石家-0015,114.452254,38.09584,石家庄市,手机,Wifi,shijiangzhuang_man1,3.953459406948064
石家-0016,114.450833,38.08635,石家庄市,PC,Ethernet,shijiangzhuang_man1,1.5668728205113687
石家-0017,114.580524,38.042517,石家庄市,laptop,Cellular,shijiangzhuang_man1,6.289632033067081
石家-0018,114.449833,38.080572,石家庄市,laptop,Wifi,shijiangzhuang_man1,1.4452914330639337
石家-0019,114.594943,37.952596,石家庄市,手机,Wifi,shijiangzhuang_man1,2.1541243910663046
石家-0020,114.517864,37.909639,石家庄市,PC,Wifi,shijiangzhuang_man1,1.5558819789564802
石家-0021,114.561697,38.203026,石家庄市,laptop,Cellular,shijiangzhuang_man1,1.9539024958883262
石家-0022,114.444938,38.112511,石家庄市,传感器,Wifi,shijiangzhuang_man1,1.5479591758856803
石家-0023,114.437004,37.981163,石家庄市,PC,Cellular,shijiangzhuang_man1,6.753205508348654
石家-0024,114.448108,38.075255,石家庄市,laptop,Wifi,shijiangzhuang_man1,3.267048142519001
石家-0025,114.453519,38.071611,石家庄市,手机,Ethernet,shijiangzhuang_man1,1.5678418489929915
石家-0026,114.195349,38.043761,石家庄市,laptop,Wifi,shijiangzhuang_man1,2.2929958359525178
石家-0027,114.484776,38.113543,石家庄市,PC,Cellular,shijiangzhuang_man1,5.574636074997535
石家-0028,114.450089,38.080027,石家庄市,laptop,Wifi,shijiangzhuang_man1,4.219407978766147
石家-0029,114.454655,38.071172,石家庄市,手机,Cellular,shijiangzhuang_man1,4.985355404562565
石家-0030,114.418508,38.062456,石家庄市,传感器,Wifi,shijiangzhuang_man1,2.889409201404866
石家-0031,114.449554,38.080812,石家庄市,传感器,Ethernet,shijiangzhuang_man1,1.6863306143879
