TaskID,AppType,DeviceID,RequestSizeGB,MaxLatencySec,DataLengthGB,CoreRequirement,AccessNode,StartTime,EndTime,Status,AssignedNode,ExecutionTime,TotalLatency,IsSuccess
北京-0146-1745487270660,低需求,北京-0146,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.826,0.8454759071826934,完成,beijing-edge2,0.011641532182693481,0.01947590718269343,True
秦皇-0400-1745487270608,长时间占用网络资源,秦皇-0400,1.3671875,2.0,130.385160446167,56,qhd-man2,0.773,0.8459795359134674,完成,qhd-edge2,0.05820766091346741,0.0729795359134674,True
唐山-0159-1745487270680,高算力,唐山-0159,0.2734375,10.0,3911.5548133850098,1120,tangshan-man2,,0.847,失败,,0,0.0020000000000000018,False,无符合条件的节点
唐山-0079-1745487270562,低时延,唐山-0079,0.2734375,0.3,130.385160446167,28,tangshan-man2,0.727,0.8482496968269347,完成,tangshan-edge2,0.11641532182693481,0.12124969682693476,True
天津-0618-1745487270566,大带宽,天津-0618,5.46875,3.0,130.385160446167,56,langfang-man1,0.731,0.8489951609134674,完成,langfang-edge1,0.05820766091346741,0.1179951609134674,True
邢台-0294-1745487270570,大带宽,邢台-0294,5.46875,3.0,130.385160446167,56,xingtai-man1,0.735,0.8489951609134674,完成,xingtai-edge1,0.05820766091346741,0.1139951609134674,True
沧州-0134-1745487270667,低需求,沧州-0134,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,0.832,0.8504759071826934,完成,cangzhou-edge1,0.011641532182693481,0.01847590718269343,True
北京-0155-1745487270587,高算力,北京-0155,0.2734375,10.0,3911.5548133850098,1120,langfang-man1,0.753,0.8505158663702012,完成,beijing-cloud1,0.08731149137020111,0.09751586637020115,True
衡水-0070-1745487270670,低需求,衡水-0070,0.2734375,1.0,13.0385160446167,28,hengshui-man1,0.835,0.8514759071826934,完成,hengshui-edge2,0.011641532182693481,0.016475907182693428,True
石家-0199-1745487270573,大带宽,石家-0199,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.738,0.8519951609134674,完成,shijiangzhuang-edge1,0.05820766091346741,0.1139951609134674,True
天津-0061-1745487270669,低需求,天津-0061,0.2734375,1.0,13.0385160446167,28,tianjin-man2,0.834,0.8524759071826934,完成,tianjin-edge2,0.011641532182693481,0.01847590718269343,True
廊坊-0073-1745487270671,低需求,廊坊-0073,0.2734375,1.0,13.0385160446167,28,langfang-man1,0.836,0.8524759071826934,完成,langfang-edge1,0.011641532182693481,0.016475907182693428,True
邢台-0039-1745487270665,低需求,邢台-0039,0.2734375,1.0,13.0385160446167,28,xingtai-man1,0.831,0.8524759071826934,完成,xingtai-edge1,0.011641532182693481,0.021475907182693432,True
沧州-0290-1745487270541,大带宽,沧州-0290,5.46875,3.0,130.385160446167,56,cangzhou-man1,0.707,0.8534451609134673,完成,qhd-edge1,0.05820766091346741,0.14644516091346738,True
承德-0025-1745487270605,长时间占用网络资源,承德-0025,1.3671875,2.0,130.385160446167,56,chengde-man1,0.771,0.8553095359134675,完成,tianjin-edge3,0.05820766091346741,0.08430953591346746,True
保定-0039-1745487270675,低需求,保定-0039,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.841,0.8564759071826934,完成,baoding-edge1,0.011641532182693481,0.015475907182693427,True
唐山-0170-1745487270566,低时延,唐山-0170,0.2734375,0.3,130.385160446167,28,tangshan-man2,0.732,0.8572496968269347,完成,tangshan-edge1,0.11641532182693481,0.12524969682693476,True
张家-0135-1745487270570,低时延,张家-0135,0.2734375,0.3,130.385160446167,28,zhangjiako-man1,0.735,0.8572496968269347,完成,zhangjiako-edge2,0.11641532182693481,0.12224969682693476,True
保定-0139-1745487270571,低时延,保定-0139,0.2734375,0.3,130.385160446167,28,baoding-man1,0.737,0.8582496968269347,完成,baoding-cloud,0.11641532182693481,0.12124969682693476,True
衡水-0008-1745487270674,低需求,衡水-0008,0.2734375,1.0,13.0385160446167,28,hengshui-man2,0.839,0.8604759071826934,完成,hengshui-edge1,0.011641532182693481,0.021475907182693432,True
北京-0511-1745487270579,大带宽,北京-0511,5.46875,3.0,130.385160446167,56,beijing-man1,0.744,0.8604951609134674,完成,beijing-edge3,0.05820766091346741,0.11649516091346745,True
秦皇-0090-1745487270672,低需求,秦皇-0090,0.2734375,1.0,13.0385160446167,28,qhd-man2,0.838,0.8614459071826934,完成,tianjin-edge1,0.011641532182693481,0.02344590718269346,True
北京-0972-1745487270676,低需求,北京-0972,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.841,0.8614759071826934,完成,beijing-edge1,0.011641532182693481,0.02047590718269343,True
邢台-0080-1745487270576,低时延,邢台-0080,0.2734375,0.3,130.385160446167,28,xingtai-man1,0.741,0.8632496968269348,完成,xingtai-edge1,0.11641532182693481,0.12224969682693476,True
保定-0036-1745487270679,低需求,保定-0036,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.844,0.8634759071826934,完成,baoding-edge1,0.011641532182693481,0.01947590718269343,True
衡水-0130-1745487270681,低需求,衡水-0130,0.2734375,1.0,13.0385160446167,28,hengshui-man1,0.846,0.8634759071826934,完成,hengshui-edge2,0.011641532182693481,0.01747590718269343,True
廊坊-0063-1745487270623,长时间占用网络资源,廊坊-0063,1.3671875,2.0,130.385160446167,56,langfang-man1,0.789,0.8643495359134674,完成,beijing-cloud2,0.05820766091346741,0.07534953591346738,True
张家-0090-1745487270584,大带宽,张家-0090,5.46875,3.0,130.385160446167,56,zhangjiako-man1,0.749,0.8649951609134674,完成,zhangjiako-edge2,0.05820766091346741,0.1159951609134674,True
天津-0282-1745487270573,大带宽,天津-0282,5.46875,3.0,130.385160446167,56,langfang-man1,0.739,0.8662151609134674,完成,tianjin-edge3,0.05820766091346741,0.1272151609134674,True
保定-0185-1745487270685,低需求,保定-0185,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.85,0.8664759071826934,完成,baoding-edge1,0.011641532182693481,0.016475907182693428,True
北京-0023-1745487270681,低需求,北京-0023,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.846,0.8669759071826935,完成,beijing-edge4,0.011641532182693481,0.020975907182693487,True
北京-0973-1745487270582,大带宽,北京-0973,5.46875,3.0,130.385160446167,56,beijing-man1,0.748,0.8669951609134674,完成,beijing-edge1,0.05820766091346741,0.1189951609134674,True
唐山-0085-1745487270585,大带宽,唐山-0085,5.46875,3.0,130.385160446167,56,tangshan-man2,0.751,0.8669951609134674,完成,tangshan-edge1,0.05820766091346741,0.1159951609134674,True
邢台-0266-1745487270685,低需求,邢台-0266,0.2734375,1.0,13.0385160446167,28,xingtai-man1,0.851,0.8674759071826934,完成,xingtai-edge1,0.011641532182693481,0.016475907182693428,True
邯郸-0077-1745487270686,低需求,邯郸-0077,0.2734375,1.0,13.0385160446167,28,handan-man1,0.851,0.8674759071826934,完成,handan-edge1,0.011641532182693481,0.016475907182693428,True
北京-0533-1745487270686,低需求,北京-0533,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.852,0.8679759071826935,完成,beijing-edge4,0.011641532182693481,0.015975907182693483,True
秦皇-0045-1745487270585,大带宽,秦皇-0045,5.46875,3.0,130.385160446167,56,qhd-man2,0.75,0.8679951609134674,完成,qhd-edge2,0.05820766091346741,0.1179951609134674,True
石家-0500-1745487270699,高算力,石家-0500,0.2734375,10.0,3911.5548133850098,1120,shijiangzhuang-man1,,0.868,失败,,0,0.0040000000000000036,False,无符合条件的节点
石家-0346-1745487270581,低时延,石家-0346,0.2734375,0.3,130.385160446167,28,shijiangzhuang-man1,0.746,0.8682496968269348,完成,shijiangzhuang-edge2,0.11641532182693481,0.12224969682693476,True
北京-0524-1745487270579,大带宽,北京-0524,5.46875,3.0,130.385160446167,56,langfang-man1,0.744,0.8692151609134674,完成,tianjin-edge3,0.05820766091346741,0.1252151609134674,True
北京-0162-1745487270571,大带宽,北京-0162,5.46875,3.0,130.385160446167,56,langfang-man1,0.736,0.8710151609134674,完成,zhangjiako-edge1,0.05820766091346741,0.13501516091346744,True
北京-0420-1745487270588,大带宽,北京-0420,5.46875,3.0,130.385160446167,56,langfang-man1,0.753,0.8718651609134674,完成,beijing-edge1,0.05820766091346741,0.11886516091346744,True
北京-0179-1745487270692,低需求,北京-0179,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.857,0.8739759071826935,完成,beijing-edge4,0.011641532182693481,0.016975907182693484,True
衡水-0071-1745487270691,低需求,衡水-0071,0.2734375,1.0,13.0385160446167,28,hengshui-man1,0.857,0.8744759071826934,完成,hengshui-edge2,0.011641532182693481,0.01747590718269343,True
北京-0432-1745487270596,大带宽,北京-0432,5.46875,3.0,130.385160446167,56,beijing-man2,0.761,0.8764951609134675,完成,beijing-edge4,0.05820766091346741,0.11549516091346745,True
北京-0778-1745487270594,大带宽,北京-0778,5.46875,3.0,130.385160446167,56,beijing-man1,0.759,0.8769951609134674,完成,beijing-edge1,0.05820766091346741,0.1179951609134674,True
保定-0213-1745487270585,低时延,保定-0213,0.2734375,0.3,130.385160446167,28,baoding-man1,0.75,0.8772496968269348,完成,baoding-cloud,0.11641532182693481,0.12724969682693477,True
保定-0126-1745487270597,大带宽,保定-0126,5.46875,3.0,130.385160446167,56,baoding-man1,0.762,0.8789951609134674,完成,baoding-cloud,0.05820766091346741,0.1169951609134674,True
邢台-0045-1745487270600,大带宽,邢台-0045,5.46875,3.0,130.385160446167,56,xingtai-man1,0.765,0.8789951609134674,完成,xingtai-edge1,0.05820766091346741,0.1139951609134674,True
张家-0016-1745487270697,低需求,张家-0016,0.2734375,1.0,13.0385160446167,28,zhangjiako-man1,0.862,0.8794759071826934,完成,zhangjiako-edge2,0.011641532182693481,0.01747590718269343,True
秦皇-0095-1745487270613,高算力,秦皇-0095,0.2734375,10.0,3911.5548133850098,1120,qhd-man2,0.779,0.8796158663702012,完成,tianjin-cloud2,0.08731149137020111,0.10061586637020115,True
北京-0191-1745487270698,低需求,北京-0191,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.864,0.8804759071826934,完成,beijing-edge1,0.011641532182693481,0.016475907182693428,True
天津-0016-1745487270699,低需求,天津-0016,0.2734375,1.0,13.0385160446167,28,tianjin-man2,0.865,0.8804759071826934,完成,tianjin-edge2,0.011641532182693481,0.015475907182693427,True
石家-0338-1745487270694,低需求,石家-0338,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,0.86,0.8804759071826934,完成,shijiangzhuang-edge2,0.011641532182693481,0.02047590718269343,True
沧州-0036-1745487270598,大带宽,沧州-0036,5.46875,3.0,130.385160446167,56,cangzhou-man2,0.764,0.8809951609134674,完成,cangzhou-edge1,0.05820766091346741,0.1169951609134674,True
保定-0164-1745487270622,高算力,保定-0164,0.2734375,10.0,3911.5548133850098,1120,baoding-man1,0.788,0.8811458663702011,完成,baoding-cloud,0.08731149137020111,0.09314586637020106,True
保定-0429-1745487270700,低需求,保定-0429,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.865,0.8814759071826934,完成,baoding-edge1,0.011641532182693481,0.016475907182693428,True
北京-0273-1745487270699,低需求,北京-0273,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.864,0.8814759071826934,完成,beijing-edge1,0.011641532182693481,0.01747590718269343,True
张家-0114-1745487270700,低需求,张家-0114,0.2734375,1.0,13.0385160446167,28,zhangjiako-man1,0.866,0.8824759071826934,完成,zhangjiako-edge2,0.011641532182693481,0.016475907182693428,True
秦皇-0189-1745487270632,长时间占用网络资源,秦皇-0189,1.3671875,2.0,130.385160446167,56,qhd-man2,0.797,0.8834495359134674,完成,tianjin-cloud2,0.05820766091346741,0.08644953591346738,True
秦皇-0197-1745487270700,低需求,秦皇-0197,0.2734375,1.0,13.0385160446167,28,qhd-man1,0.866,0.8834759071826934,完成,qhd-edge1,0.011641532182693481,0.01747590718269343,True
北京-0118-1745487270605,大带宽,北京-0118,5.46875,3.0,130.385160446167,56,beijing-man2,0.77,0.8839951609134674,完成,beijing-edge2,0.05820766091346741,0.1139951609134674,True
北京-0760-1745487270594,低时延,北京-0760,0.2734375,0.3,130.385160446167,28,beijing-man1,0.76,0.8842496968269348,完成,beijing-edge1,0.11641532182693481,0.12424969682693476,True
秦皇-0256-1745487270590,低时延,秦皇-0256,0.2734375,0.3,130.385160446167,28,qhd-man2,0.756,0.8852196968269348,完成,tianjin-edge1,0.11641532182693481,0.1292196968269348,True
保定-0261-1745487270597,低时延,保定-0261,0.2734375,0.3,130.385160446167,28,baoding-man1,0.763,0.8852496968269348,完成,baoding-cloud,0.11641532182693481,0.12224969682693476,True
沧州-0240-1745487270615,高算力,沧州-0240,0.2734375,10.0,3911.5548133850098,1120,cangzhou-man1,0.78,0.8853858663702011,完成,baoding-cloud,0.08731149137020111,0.10538586637020109,True
北京-0037-1745487270704,低需求,北京-0037,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.87,0.8854759071826934,完成,beijing-edge2,0.011641532182693481,0.015475907182693427,True
沧州-0195-1745487270645,长时间占用网络资源,沧州-0195,1.3671875,2.0,130.385160446167,56,cangzhou-man1,0.81,0.8859795359134673,完成,cangzhou-edge2,0.05820766091346741,0.07597953591346729,True
邢台-0237-1745487270600,低时延,邢台-0237,0.2734375,0.3,130.385160446167,28,xingtai-man1,0.766,0.8872496968269348,完成,xingtai-edge1,0.11641532182693481,0.12124969682693476,True
保定-0010-1745487270606,大带宽,保定-0010,5.46875,3.0,130.385160446167,56,baoding-man1,0.772,0.8879951609134674,完成,baoding-cloud,0.05820766091346741,0.1159951609134674,True
廊坊-0242-1745487270707,低需求,廊坊-0242,0.2734375,1.0,13.0385160446167,28,langfang-man1,0.872,0.8884759071826934,完成,langfang-edge1,0.011641532182693481,0.016475907182693428,True
承德-0039-1745487270614,高算力,承德-0039,0.2734375,10.0,3911.5548133850098,1120,chengde-man1,0.779,0.8888958663702011,完成,baoding-cloud,0.08731149137020111,0.1098958663702011,True
衡水-0043-1745487270602,低时延,衡水-0043,0.2734375,0.3,130.385160446167,28,hengshui-man2,0.767,0.8892496968269348,完成,hengshui-edge2,0.11641532182693481,0.12224969682693476,True
天津-0287-1745487270610,大带宽,天津-0287,5.46875,3.0,130.385160446167,56,tianjin-man2,0.775,0.8899951609134674,完成,tianjin-edge2,0.05820766091346741,0.1149951609134674,True
邯郸-0082-1745487270609,大带宽,邯郸-0082,5.46875,3.0,130.385160446167,56,handan-man1,0.774,0.8899951609134674,完成,handan-edge1,0.05820766091346741,0.1159951609134674,True
天津-0423-1745487270611,大带宽,天津-0423,5.46875,3.0,130.385160446167,56,tianjin-man1,0.776,0.8909951609134674,完成,tianjin-edge1,0.05820766091346741,0.1149951609134674,True
邯郸-0033-1745487270710,低需求,邯郸-0033,0.2734375,1.0,13.0385160446167,28,handan-man2,0.875,0.8914759071826934,完成,handan-edge1,0.011641532182693481,0.016475907182693428,True
天津-0480-1745487270613,大带宽,天津-0480,5.46875,3.0,130.385160446167,56,tianjin-man2,0.779,0.8929951609134674,完成,tianjin-edge2,0.05820766091346741,0.1139951609134674,True
石家-0384-1745487270712,低需求,石家-0384,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,0.877,0.8934759071826934,完成,shijiangzhuang-edge2,0.011641532182693481,0.016475907182693428,True
邢台-0133-1745487270611,大带宽,邢台-0133,5.46875,3.0,130.385160446167,56,xingtai-man1,0.777,0.8939951609134674,完成,xingtai-edge2,0.05820766091346741,0.1169951609134674,True
保定-0144-1745487270633,高算力,保定-0144,0.2734375,10.0,3911.5548133850098,1120,baoding-man1,0.799,0.8941458663702011,完成,baoding-cloud,0.08731149137020111,0.09514586637020106,True
保定-0204-1745487270709,低需求,保定-0204,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.874,0.8944759071826934,完成,baoding-edge1,0.011641532182693481,0.02047590718269343,True
唐山-0326-1745487270710,低需求,唐山-0326,0.2734375,1.0,13.0385160446167,28,tangshan-man2,0.875,0.8944759071826934,完成,tangshan-edge1,0.011641532182693481,0.01947590718269343,True
廊坊-0223-1745487270704,低需求,廊坊-0223,0.2734375,1.0,13.0385160446167,28,langfang-man1,0.869,0.8947059071826935,完成,cangzhou-edge1,0.011641532182693481,0.0257059071826935,True
石家-0367-1745487270712,低需求,石家-0367,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,0.877,0.8954759071826934,完成,shijiangzhuang-edge2,0.011641532182693481,0.01847590718269343,True
邢台-0107-1745487270716,低需求,邢台-0107,0.2734375,1.0,13.0385160446167,28,xingtai-man1,0.881,0.8984759071826934,完成,xingtai-edge1,0.011641532182693481,0.01747590718269343,True
保定-0439-1745487270635,高算力,保定-0439,0.2734375,10.0,3911.5548133850098,1120,baoding-man2,0.8,0.8991458663702011,完成,baoding-cloud,0.08731149137020111,0.09914586637020106,True
北京-0643-1745487270716,低需求,北京-0643,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.882,0.8994759071826934,完成,beijing-edge1,0.011641532182693481,0.01747590718269343,True
廊坊-0226-1745487270602,低时延,廊坊-0226,0.2734375,0.3,130.385160446167,28,langfang-man1,0.767,0.8997096968269348,完成,handan-edge1,0.11641532182693481,0.1327096968269348,True
保定-0114-1745487270614,低时延,保定-0114,0.2734375,0.3,130.385160446167,28,baoding-man2,0.779,0.9002496968269348,完成,baoding-cloud,0.11641532182693481,0.12124969682693476,True
北京-0129-1745487270621,大带宽,北京-0129,5.46875,3.0,130.385160446167,56,beijing-man1,0.786,0.9014951609134675,完成,beijing-edge3,0.05820766091346741,0.11549516091346745,True
张家-0132-1745487270711,低需求,张家-0132,0.2734375,1.0,13.0385160446167,28,zhangjiako-man1,0.876,0.9030459071826935,完成,tianjin-edge3,0.011641532182693481,0.027045907182693507,True
保定-0305-1745487270720,低需求,保定-0305,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.885,0.9034759071826934,完成,baoding-cloud,0.011641532182693481,0.01847590718269343,True
北京-0001-1745487270722,低需求,北京-0001,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.887,0.9034759071826934,完成,beijing-edge1,0.011641532182693481,0.016475907182693428,True
北京-0230-1745487270618,大带宽,北京-0230,5.46875,3.0,130.385160446167,56,beijing-man2,0.784,0.9034951609134675,完成,beijing-edge4,0.05820766091346741,0.11949516091346746,True
邢台-0189-1745487270621,大带宽,邢台-0189,5.46875,3.0,130.385160446167,56,xingtai-man1,0.786,0.9039951609134674,完成,xingtai-edge2,0.05820766091346741,0.1179951609134674,True
保定-0020-1745487270619,低时延,保定-0020,0.2734375,0.3,130.385160446167,28,baoding-man1,0.784,0.9052496968269348,完成,baoding-edge1,0.11641532182693481,0.12124969682693476,True
天津-0583-1745487270622,大带宽,天津-0583,5.46875,3.0,130.385160446167,56,tianjin-man1,0.787,0.9054951609134675,完成,tianjin-edge4,0.05820766091346741,0.11849516091346746,True
北京-0296-1745487270626,大带宽,北京-0296,5.46875,3.0,130.385160446167,56,beijing-man1,0.791,0.9064951609134675,完成,beijing-edge3,0.05820766091346741,0.11549516091346745,True
唐山-0227-1745487270627,大带宽,唐山-0227,5.46875,3.0,130.385160446167,56,tangshan-man1,0.793,0.9069951609134674,完成,tangshan-edge1,0.05820766091346741,0.1139951609134674,True
保定-0255-1745487270649,高算力,保定-0255,0.2734375,10.0,3911.5548133850098,1120,baoding-man1,0.815,0.907145866370201,完成,baoding-cloud,0.08731149137020111,0.09214586637020106,True
天津-0242-1745487270724,低需求,天津-0242,0.2734375,1.0,13.0385160446167,28,tianjin-man2,0.889,0.9074759071826934,完成,tianjin-edge2,0.011641532182693481,0.01847590718269343,True
邯郸-0056-1745487270625,大带宽,邯郸-0056,5.46875,3.0,130.385160446167,56,handan-man1,0.79,0.9079951609134674,完成,handan-edge1,0.05820766091346741,0.1179951609134674,True
秦皇-0256-1745487270716,低需求,秦皇-0256,0.2734375,1.0,13.0385160446167,28,qhd-man2,0.882,0.9084159071826935,完成,tangshan-edge1,0.011641532182693481,0.026415907182693488,True
石家-0452-1745487270725,低需求,石家-0452,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,0.89,0.9084759071826934,完成,shijiangzhuang-edge2,0.011641532182693481,0.01847590718269343,True
北京-0123-1745487270625,大带宽,北京-0123,5.46875,3.0,130.385160446167,56,langfang-man2,0.791,0.9093651609134674,完成,beijing-cloud2,0.05820766091346741,0.11836516091346738,True
沧州-0022-1745487270728,低需求,沧州-0022,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,0.893,0.9094759071826934,完成,cangzhou-edge1,0.011641532182693481,0.016475907182693428,True
沧州-0221-1745487270726,低需求,沧州-0221,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,0.891,0.9094759071826934,完成,cangzhou-edge1,0.011641532182693481,0.01847590718269343,True
邢台-0198-1745487270627,大带宽,邢台-0198,5.46875,3.0,130.385160446167,56,xingtai-man1,0.793,0.9109951609134674,完成,xingtai-edge2,0.05820766091346741,0.1179951609134674,True
沧州-0320-1745487270672,长时间占用网络资源,沧州-0320,1.3671875,2.0,130.385160446167,56,cangzhou-man1,0.838,0.9119795359134674,完成,cangzhou-edge2,0.05820766091346741,0.0739795359134674,True
石家-0419-1745487270630,大带宽,石家-0419,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.796,0.9119951609134674,完成,shijiangzhuang-edge1,0.05820766091346741,0.1159951609134674,True
唐山-0170-1745487270671,长时间占用网络资源,唐山-0170,1.3671875,2.0,130.385160446167,56,tangshan-man2,0.836,0.9129795359134674,完成,tangshan-edge2,0.05820766091346741,0.0769795359134674,True
天津-0046-1745487270675,长时间占用网络资源,天津-0046,1.3671875,2.0,130.385160446167,56,tianjin-man2,0.84,0.9134795359134674,完成,tianjin-edge4,0.05820766091346741,0.07347953591346745,True
天津-0413-1745487270731,低需求,天津-0413,0.2734375,1.0,13.0385160446167,28,tianjin-man2,0.896,0.9139759071826935,完成,tianjin-edge3,0.011641532182693481,0.017975907182693485,True
沧州-0212-1745487270614,低时延,沧州-0212,0.2734375,0.3,130.385160446167,28,cangzhou-man1,0.779,0.9142196968269348,完成,chengde-edge2,0.11641532182693481,0.1352196968269348,True
沧州-0116-1745487270668,长时间占用网络资源,沧州-0116,1.3671875,2.0,130.385160446167,56,cangzhou-man1,0.834,0.9152295359134673,完成,tangshan-edge1,0.05820766091346741,0.08122953591346738,True
保定-0056-1745487270649,高算力,保定-0056,0.2734375,10.0,3911.5548133850098,1120,cangzhou-man2,0.814,0.915505866370201,完成,beijing-cloud1,0.08731149137020111,0.10150586637020109,True
秦皇-0059-1745487270636,大带宽,秦皇-0059,5.46875,3.0,130.385160446167,56,qhd-man2,0.801,0.9159951609134674,完成,qhd-edge2,0.05820766091346741,0.1149951609134674,True
石家-0159-1745487270728,低需求,石家-0159,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,0.893,0.9164759071826935,完成,shijiangzhuang-edge2,0.011641532182693481,0.023475907182693434,True
石家-0448-1745487270637,大带宽,石家-0448,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.802,0.9169951609134674,完成,shijiangzhuang-edge1,0.05820766091346741,0.1149951609134674,True
北京-0150-1745487270676,长时间占用网络资源,北京-0150,1.3671875,2.0,130.385160446167,56,beijing-man1,0.841,0.9199795359134674,完成,beijing-edge1,0.05820766091346741,0.0789795359134674,True
北京-0350-1745487270739,低需求,北京-0350,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.904,0.9204759071826935,完成,beijing-edge2,0.011641532182693481,0.016475907182693428,True
北京-0427-1745487270635,低时延,北京-0427,0.2734375,0.3,130.385160446167,28,beijing-man1,0.8,0.9212496968269348,完成,beijing-edge1,0.11641532182693481,0.12124969682693476,True
北京-0879-1745487270640,大带宽,北京-0879,5.46875,3.0,130.385160446167,56,beijing-man2,0.806,0.9214951609134675,完成,beijing-edge3,0.05820766091346741,0.11549516091346745,True
天津-0227-1745487270740,低需求,天津-0227,0.2734375,1.0,13.0385160446167,28,tianjin-man2,0.906,0.9219759071826935,完成,tianjin-edge1,0.011641532182693481,0.015975907182693483,True
秦皇-0370-1745487270727,低需求,秦皇-0370,0.2734375,1.0,13.0385160446167,28,qhd-man2,0.892,0.9230259071826935,完成,cangzhou-edge1,0.011641532182693481,0.03102590718269349,True
天津-0177-1745487270744,低需求,天津-0177,0.2734375,1.0,13.0385160446167,28,tianjin-man2,0.909,0.9269759071826935,完成,tianjin-edge1,0.011641532182693481,0.017975907182693485,True
石家-0253-1745487270647,大带宽,石家-0253,5.46875,3.0,130.385160446167,56,shijiangzhuang-man2,0.813,0.9269951609134673,完成,shijiangzhuang-edge2,0.05820766091346741,0.1139951609134674,True
北京-0923-1745487270746,低需求,北京-0923,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.911,0.9274759071826935,完成,beijing-edge1,0.011641532182693481,0.016475907182693428,True
北京-0966-1745487270649,大带宽,北京-0966,5.46875,3.0,130.385160446167,56,beijing-man2,0.814,0.9284951609134674,完成,beijing-edge4,0.05820766091346741,0.11449516091346745,True
秦皇-0200-1745487270665,高算力,秦皇-0200,0.2734375,10.0,3911.5548133850098,1120,qhd-man2,0.83,0.9286158663702011,完成,tianjin-cloud2,0.08731149137020111,0.09861586637020114,True
秦皇-0208-1745487270629,低时延,秦皇-0208,0.2734375,0.3,130.385160446167,28,qhd-man2,0.794,0.9289096968269348,完成,chengde-edge2,0.11641532182693481,0.13490969682693477,True
北京-0621-1745487270745,低需求,北京-0621,0.2734375,1.0,13.0385160446167,28,beijing-man2,0.91,0.9289759071826935,完成,beijing-edge3,0.011641532182693481,0.018975907182693486,True
保定-0486-1745487270749,低需求,保定-0486,0.2734375,1.0,13.0385160446167,28,baoding-man1,0.914,0.9304759071826935,完成,baoding-cloud,0.011641532182693481,0.016475907182693428,True
北京-0726-1745487270749,低需求,北京-0726,0.2734375,1.0,13.0385160446167,28,beijing-man1,0.914,0.9304759071826935,完成,beijing-edge1,0.011641532182693481,0.016475907182693428,True
衡水-0060-1745487270694,长时间占用网络资源,衡水-0060,1.3671875,2.0,130.385160446167,56,hengshui-man1,0.859,0.9319795359134674,完成,hengshui-edge1,0.05820766091346741,0.0729795359134674,True
北京-0583-1745487270694,长时间占用网络资源,北京-0583,1.3671875,2.0,130.385160446167,56,beijing-man2,0.86,0.9329795359134674,完成,beijing-edge2,0.05820766091346741,0.0729795359134674,True
天津-0112-1745487270694,长时间占用网络资源,天津-0112,1.3671875,2.0,130.385160446167,56,tianjin-man2,0.86,0.9334795359134674,完成,tianjin-edge3,0.05820766091346741,0.07347953591346745,True
秦皇-0266-1745487270654,大带宽,秦皇-0266,5.46875,3.0,130.385160446167,56,qhd-man2,0.819,0.9339951609134673,完成,qhd-edge1,0.05820766091346741,0.1149951609134674,True
廊坊-0218-1745487270751,低需求,廊坊-0218,0.2734375,1.0,13.0385160446167,28,langfang-man1,0.916,0.9344759071826935,完成,langfang-edge1,0.011641532182693481,0.01847590718269343,True
邢台-0237-1745487270754,低需求,邢台-0237,0.2734375,1.0,13.0385160446167,28,xingtai-man1,0.919,0.9354759071826935,完成,xingtai-edge1,0.011641532182693481,0.016475907182693428,True
承德-0081-1745487270691,长时间占用网络资源,承德-0081,1.3671875,2.0,130.385160446167,56,chengde-man1,0.856,0.9369695359134674,完成,beijing-edge2,0.05820766091346741,0.08096953591346745,True
沧州-0200-1745487270653,大带宽,沧州-0200,5.46875,3.0,130.385160446167,56,cangzhou-man1,0.819,0.9369951609134674,完成,cangzhou-edge2,0.05820766091346741,0.1179951609134674,True
衡水-0023-1745487270756,低需求,衡水-0023,0.2734375,1.0,13.0385160446167,28,hengshui-man1,0.921,0.9394759071826935,完成,hengshui-edge2,0.011641532182693481,0.01847590718269343,True
