TaskID,AppType,DeviceID,RequestSize,Max Latency,Length,core,任务生成时间,任务发送时间,接入节点
保定-0295-1745487271346,大带宽,保定-0295,200,3.0,5000000000.0,2,00分01秒511.101毫秒,00分01秒515.394毫秒,baoding_man1
邯郸-0001-1745487271346,高算力,邯郸-0001,10,10.0,150000000000.0,40,00分01秒510.869毫秒,00分01秒515.660毫秒,handan_man1
保定-0289-1745487271348,低需求,保定-0289,10,1.0,500000000.0,1,00分01秒513.228毫秒,00分01秒515.981毫秒,baoding_man1
保定-0287-1745487271347,低需求,保定-0287,10,1.0,500000000.0,1,00分01秒511.929毫秒,00分01秒515.985毫秒,baoding_man1
北京-0625-1745487271349,低需求,北京-0625,10,1.0,500000000.0,1,00分01秒514.769毫秒,00分01秒516.146毫秒,beijing_man2
秦皇-0083-1745487271350,低需求,秦皇-0083,10,1.0,500000000.0,1,00分01秒514.845毫秒,00分01秒517.968毫秒,qhd_man2
沧州-0059-1745487271351,大带宽,沧州-0059,200,3.0,5000000000.0,2,00分01秒516.551毫秒,00分01秒518.035毫秒,cangzhou_man1
承德-0010-1745487271352,低需求,承德-0010,10,1.0,500000000.0,1,00分01秒517.756毫秒,00分01秒518.887毫秒,chengde_man1
唐山-0026-1745487271351,大带宽,唐山-0026,200,3.0,5000000000.0,2,00分01秒516.091毫秒,00分01秒519.259毫秒,tangshan_man2
北京-0972-1745487271349,长时间占用网络资源,北京-0972,50,2.0,5000000000.0,2,00分01秒513.997毫秒,00分01秒519.554毫秒,beijing_man1
张家-0011-1745487271350,低需求,张家-0011,10,1.0,500000000.0,1,00分01秒515.019毫秒,00分01秒519.625毫秒,zhangjiako_man1
秦皇-0262-1745487270886,长时间占用网络资源,秦皇-0262,50,2.0,5000000000.0,2,00分01秒50.804毫秒,00分01秒52.003毫秒,qhd_man2
天津-0599-1745487270885,长时间占用网络资源,天津-0599,50,2.0,5000000000.0,2,00分01秒50.313毫秒,00分01秒52.456毫秒,tianjin_man2
北京-0730-1745487271353,低时延,北京-0730,10,0.3,5000000000.0,1,00分01秒518.058毫秒,00分01秒520.322毫秒,beijing_man2
北京-0577-1745487271351,长时间占用网络资源,北京-0577,50,2.0,5000000000.0,2,00分01秒515.964毫秒,00分01秒520.478毫秒,beijing_man1
北京-0320-1745487271347,低时延,北京-0320,10,0.3,5000000000.0,1,00分01秒512.598毫秒,00分01秒520.560毫秒,beijing_man2
天津-0196-1745487271354,低时延,天津-0196,10,0.3,5000000000.0,1,00分01秒519.277毫秒,00分01秒521.774毫秒,tianjin_man2
承德-0102-1745487271357,大带宽,承德-0102,200,3.0,5000000000.0,2,00分01秒522.253毫秒,00分01秒523.883毫秒,chengde_man1
秦皇-0016-1745487271354,低时延,秦皇-0016,10,0.3,5000000000.0,1,00分01秒519.648毫秒,00分01秒524.071毫秒,qhd_man2
北京-0539-1745487271357,高算力,北京-0539,10,10.0,150000000000.0,40,00分01秒522.712毫秒,00分01秒524.174毫秒,beijing_man1
石家-0103-1745487271356,低时延,石家-0103,10,0.3,5000000000.0,1,00分01秒520.871毫秒,00分01秒524.274毫秒,shijiangzhuang_man1
北京-0450-1745487271357,大带宽,北京-0450,200,3.0,5000000000.0,2,00分01秒522.260毫秒,00分01秒524.315毫秒,beijing_man2
天津-0380-1745487271355,高算力,天津-0380,10,10.0,150000000000.0,40,00分01秒519.807毫秒,00分01秒524.344毫秒,tianjin_man2
邢台-0113-1745487271358,低时延,邢台-0113,10,0.3,5000000000.0,1,00分01秒522.814毫秒,00分01秒524.448毫秒,xingtai_man1
邯郸-0057-1745487271355,低需求,邯郸-0057,10,1.0,500000000.0,1,00分01秒520.224毫秒,00分01秒524.485毫秒,xingtai_man1
保定-0191-1745487271357,低需求,保定-0191,10,1.0,500000000.0,1,00分01秒522.241毫秒,00分01秒524.697毫秒,cangzhou_man2
北京-0760-1745487271354,低需求,北京-0760,10,1.0,500000000.0,1,00分01秒519.014毫秒,00分01秒524.890毫秒,beijing_man1
石家-0195-1745487271358,大带宽,石家-0195,200,3.0,5000000000.0,2,00分01秒522.950毫秒,00分01秒524.917毫秒,shijiangzhuang_man1
邯郸-0142-1745487271353,低需求,邯郸-0142,10,1.0,500000000.0,1,00分01秒518.764毫秒,00分01秒524.972毫秒,handan_man1
天津-0381-1745487271359,高算力,天津-0381,10,10.0,150000000000.0,40,00分01秒523.938毫秒,00分01秒525.653毫秒,tianjin_man2
唐山-0223-1745487271356,低需求,唐山-0223,10,1.0,500000000.0,1,00分01秒521.783毫秒,00分01秒526.907毫秒,tangshan_man2
北京-0114-1745487271360,低需求,北京-0114,10,1.0,500000000.0,1,00分01秒525.790毫秒,00分01秒527.322毫秒,beijing_man1
保定-0261-1745487271360,低需求,保定-0261,10,1.0,500000000.0,1,00分01秒525.272毫秒,00分01秒527.636毫秒,baoding_man1
邢台-0111-1745487271355,低需求,邢台-0111,10,1.0,500000000.0,1,00分01秒520.019毫秒,00分01秒527.801毫秒,xingtai_man1
廊坊-0115-1745487271358,低需求,廊坊-0115,10,1.0,500000000.0,1,00分01秒523.638毫秒,00分01秒528.538毫秒,langfang_man1
沧州-0034-1745487271361,长时间占用网络资源,沧州-0034,50,2.0,5000000000.0,2,00分01秒526.697毫秒,00分01秒529.201毫秒,cangzhou_man1
天津-0489-1745487271360,高算力,天津-0489,10,10.0,150000000000.0,40,00分01秒525.077毫秒,00分01秒529.762毫秒,tianjin_man2
邯郸-0105-1745487271361,高算力,邯郸-0105,10,10.0,150000000000.0,40,00分01秒526.207毫秒,00分01秒531.548毫秒,handan_man1
天津-0064-1745487271360,低需求,天津-0064,10,1.0,500000000.0,1,00分01秒525.191毫秒,00分01秒532.193毫秒,tianjin_man2
承德-0051-1745487271362,大带宽,承德-0051,200,3.0,5000000000.0,2,00分01秒527.768毫秒,00分01秒532.422毫秒,chengde_man1
邢台-0170-1745487271366,低需求,邢台-0170,10,1.0,500000000.0,1,00分01秒530.873毫秒,00分01秒533.224毫秒,xingtai_man1
邢台-0237-1745487271366,长时间占用网络资源,邢台-0237,50,2.0,5000000000.0,2,00分01秒531.509毫秒,00分01秒533.422毫秒,xingtai_man1
廊坊-0041-1745487271364,低需求,廊坊-0041,10,1.0,500000000.0,1,00分01秒529.589毫秒,00分01秒533.831毫秒,langfang_man1
邢台-0202-1745487271368,低需求,邢台-0202,10,1.0,500000000.0,1,00分01秒532.886毫秒,00分01秒534.668毫秒,xingtai_man1
廊坊-0226-1745487271369,低需求,廊坊-0226,10,1.0,500000000.0,1,00分01秒534.643毫秒,00分01秒535.887毫秒,langfang_man1
北京-0616-1745487271369,长时间占用网络资源,北京-0616,50,2.0,5000000000.0,2,00分01秒533.890毫秒,00分01秒536.192毫秒,beijing_man2
承德-0007-1745487271368,大带宽,承德-0007,200,3.0,5000000000.0,2,00分01秒533.480毫秒,00分01秒536.546毫秒,chengde_man1
沧州-0320-1745487271370,长时间占用网络资源,沧州-0320,50,2.0,5000000000.0,2,00分01秒535.526毫秒,00分01秒536.623毫秒,cangzhou_man1
衡水-0043-1745487271369,长时间占用网络资源,衡水-0043,50,2.0,5000000000.0,2,00分01秒534.005毫秒,00分01秒537.353毫秒,hengshui_man2
廊坊-0064-1745487271370,低时延,廊坊-0064,10,0.3,5000000000.0,1,00分01秒535.210毫秒,00分01秒537.757毫秒,langfang_man1
石家-0367-1745487271370,低需求,石家-0367,10,1.0,500000000.0,1,00分01秒535.346毫秒,00分01秒538.033毫秒,shijiangzhuang_man1
保定-0202-1745487271367,低需求,保定-0202,10,1.0,500000000.0,1,00分01秒531.929毫秒,00分01秒538.480毫秒,baoding_man1
邢台-0175-1745487271372,大带宽,邢台-0175,200,3.0,5000000000.0,2,00分01秒537.606毫秒,00分01秒538.741毫秒,xingtai_man1
邢台-0088-1745487271370,低需求,邢台-0088,10,1.0,500000000.0,1,00分01秒534.923毫秒,00分01秒538.745毫秒,xingtai_man1
邯郸-0015-1745487271370,长时间占用网络资源,邯郸-0015,50,2.0,5000000000.0,2,00分01秒535.297毫秒,00分01秒539.502毫秒,handan_man1
天津-0230-1745487271371,高算力,天津-0230,10,10.0,150000000000.0,40,00分01秒536.071毫秒,00分01秒539.558毫秒,tianjin_man2
北京-0925-1745487270885,高算力,北京-0925,10,10.0,150000000000.0,40,00分01秒50.528毫秒,00分01秒54.658毫秒,beijing_man2
秦皇-0164-1745487270888,大带宽,秦皇-0164,200,3.0,5000000000.0,2,00分01秒53.605毫秒,00分01秒54.676毫秒,qhd_man2
唐山-0289-1745487271370,高算力,唐山-0289,10,10.0,150000000000.0,40,00分01秒535.532毫秒,00分01秒540.170毫秒,tangshan_man1
唐山-0081-1745487271375,低需求,唐山-0081,10,1.0,500000000.0,1,00分01秒540.464毫秒,00分01秒542.651毫秒,tangshan_man1
承德-0025-1745487271376,低需求,承德-0025,10,1.0,500000000.0,1,00分01秒541.559毫秒,00分01秒542.966毫秒,chengde_man1
北京-0571-1745487271376,高算力,北京-0571,10,10.0,150000000000.0,40,00分01秒541.180毫秒,00分01秒543.215毫秒,beijing_man2
保定-0242-1745487271376,低需求,保定-0242,10,1.0,500000000.0,1,00分01秒541.715毫秒,00分01秒543.353毫秒,baoding_man1
沧州-0327-1745487271376,大带宽,沧州-0327,200,3.0,5000000000.0,2,00分01秒541.248毫秒,00分01秒543.399毫秒,cangzhou_man1
邯郸-0013-1745487271378,高算力,邯郸-0013,10,10.0,150000000000.0,40,00分01秒543.430毫秒,00分01秒544.883毫秒,handan_man1
保定-0240-1745487271377,长时间占用网络资源,保定-0240,50,2.0,5000000000.0,2,00分01秒542.016毫秒,00分01秒545.080毫秒,baoding_man2
唐山-0067-1745487271376,低需求,唐山-0067,10,1.0,500000000.0,1,00分01秒541.465毫秒,00分01秒545.751毫秒,tangshan_man1
石家-0057-1745487271378,低需求,石家-0057,10,1.0,500000000.0,1,00分01秒543.352毫秒,00分01秒546.604毫秒,shijiangzhuang_man1
秦皇-0400-1745487271380,低需求,秦皇-0400,10,1.0,500000000.0,1,00分01秒545.631毫秒,00分01秒546.753毫秒,qhd_man2
天津-0622-1745487271379,大带宽,天津-0622,200,3.0,5000000000.0,2,00分01秒544.521毫秒,00分01秒547.060毫秒,tianjin_man2
石家-0122-1745487271381,低时延,石家-0122,10,0.3,5000000000.0,1,00分01秒546.190毫秒,00分01秒547.505毫秒,shijiangzhuang_man1
衡水-0101-1745487271378,低需求,衡水-0101,10,1.0,500000000.0,1,00分01秒543.791毫秒,00分01秒547.727毫秒,hengshui_man1
衡水-0171-1745487271379,大带宽,衡水-0171,200,3.0,5000000000.0,2,00分01秒543.853毫秒,00分01秒547.820毫秒,hengshui_man1
邢台-0231-1745487271380,低需求,邢台-0231,10,1.0,500000000.0,1,00分01秒545.039毫秒,00分01秒547.970毫秒,xingtai_man1
天津-0265-1745487271381,低需求,天津-0265,10,1.0,500000000.0,1,00分01秒546.493毫秒,00分01秒548.741毫秒,tianjin_man2
石家-0504-1745487271382,高算力,石家-0504,10,10.0,150000000000.0,40,00分01秒546.843毫秒,00分01秒548.827毫秒,shijiangzhuang_man1
邯郸-0056-1745487271382,低需求,邯郸-0056,10,1.0,500000000.0,1,00分01秒546.881毫秒,00分01秒549.339毫秒,handan_man1
石家-0003-1745487270885,低需求,石家-0003,10,1.0,500000000.0,1,00分01秒50.527毫秒,00分01秒55.405毫秒,shijiangzhuang_man1
唐山-0209-1745487271384,低需求,唐山-0209,10,1.0,500000000.0,1,00分01秒549.177毫秒,00分01秒550.363毫秒,tangshan_man2
沧州-0116-1745487271383,低需求,沧州-0116,10,1.0,500000000.0,1,00分01秒548.188毫秒,00分01秒550.674毫秒,cangzhou_man1
邢台-0206-1745487271384,大带宽,邢台-0206,200,3.0,5000000000.0,2,00分01秒549.592毫秒,00分01秒551.973毫秒,xingtai_man1
保定-0400-1745487271386,高算力,保定-0400,10,10.0,150000000000.0,40,00分01秒551.552毫秒,00分01秒553.137毫秒,baoding_man1
北京-0238-1745487271385,大带宽,北京-0238,200,3.0,5000000000.0,2,00分01秒550.677毫秒,00分01秒553.823毫秒,beijing_man2
北京-0159-1745487271388,大带宽,北京-0159,200,3.0,5000000000.0,2,00分01秒553.456毫秒,00分01秒555.456毫秒,beijing_man2
秦皇-0177-1745487271389,大带宽,秦皇-0177,200,3.0,5000000000.0,2,00分01秒554.209毫秒,00分01秒556.032毫秒,qhd_man2
张家-0043-1745487271391,长时间占用网络资源,张家-0043,50,2.0,5000000000.0,2,00分01秒556.158毫秒,00分01秒557.344毫秒,zhangjiako_man1
邢台-0304-1745487271390,大带宽,邢台-0304,200,3.0,5000000000.0,2,00分01秒555.190毫秒,00分01秒557.488毫秒,xingtai_man1
保定-0114-1745487271392,低需求,保定-0114,10,1.0,500000000.0,1,00分01秒557.640毫秒,00分01秒558.812毫秒,baoding_man2
石家-0446-1745487271391,大带宽,石家-0446,200,3.0,5000000000.0,2,00分01秒556.182毫秒,00分01秒559.421毫秒,shijiangzhuang_man1
石家-0296-1745487271393,低时延,石家-0296,10,0.3,5000000000.0,1,00分01秒558.187毫秒,00分01秒559.881毫秒,shijiangzhuang_man1
保定-0288-1745487270888,大带宽,保定-0288,200,3.0,5000000000.0,2,00分01秒53.676毫秒,00分01秒56.148毫秒,baoding_man1
承德-0049-1745487271394,高算力,承德-0049,10,10.0,150000000000.0,40,00分01秒559.021毫秒,00分01秒560.943毫秒,chengde_man1
北京-0369-1745487271393,低需求,北京-0369,10,1.0,500000000.0,1,00分01秒558.299毫秒,00分01秒561.008毫秒,beijing_man1
保定-0256-1745487271394,高算力,保定-0256,10,10.0,150000000000.0,40,00分01秒559.573毫秒,00分01秒561.393毫秒,baoding_man1
沧州-0212-1745487271393,低需求,沧州-0212,10,1.0,500000000.0,1,00分01秒557.973毫秒,00分01秒561.585毫秒,cangzhou_man1
保定-0322-1745487271391,大带宽,保定-0322,200,3.0,5000000000.0,2,00分01秒556.464毫秒,00分01秒562.702毫秒,baoding_man1
北京-0016-1745487271396,长时间占用网络资源,北京-0016,50,2.0,5000000000.0,2,00分01秒561.588毫秒,00分01秒563.008毫秒,beijing_man1
北京-0682-1745487271396,长时间占用网络资源,北京-0682,50,2.0,5000000000.0,2,00分01秒561.104毫秒,00分01秒563.089毫秒,beijing_man1
廊坊-0031-1745487271398,低需求,廊坊-0031,10,1.0,500000000.0,1,00分01秒562.902毫秒,00分01秒564.072毫秒,langfang_man1
衡水-0187-1745487271396,低时延,衡水-0187,10,0.3,5000000000.0,1,00分01秒561.367毫秒,00分01秒564.541毫秒,hengshui_man2
天津-0491-1745487271397,大带宽,天津-0491,200,3.0,5000000000.0,2,00分01秒562.780毫秒,00分01秒564.947毫秒,tianjin_man1
北京-0063-1745487271398,大带宽,北京-0063,200,3.0,5000000000.0,2,00分01秒563.668毫秒,00分01秒566.358毫秒,beijing_man1
石家-0514-1745487271399,大带宽,石家-0514,200,3.0,5000000000.0,2,00分01秒564.361毫秒,00分01秒567.339毫秒,shijiangzhuang_man1
保定-0107-1745487271401,大带宽,保定-0107,200,3.0,5000000000.0,2,00分01秒565.816毫秒,00分01秒567.825毫秒,baoding_man1
廊坊-0079-1745487271399,低需求,廊坊-0079,10,1.0,500000000.0,1,00分01秒563.843毫秒,00分01秒568.448毫秒,langfang_man1
唐山-0228-1745487271402,低时延,唐山-0228,10,0.3,5000000000.0,1,00分01秒567.074毫秒,00分01秒568.570毫秒,tangshan_man1
北京-0779-1745487271403,长时间占用网络资源,北京-0779,50,2.0,5000000000.0,2,00分01秒567.813毫秒,00分01秒569.211毫秒,beijing_man1
秦皇-0130-1745487271400,低需求,秦皇-0130,10,1.0,500000000.0,1,00分01秒565.269毫秒,00分01秒569.238毫秒,qhd_man2
保定-0020-1745487271402,长时间占用网络资源,保定-0020,50,2.0,5000000000.0,2,00分01秒567.654毫秒,00分01秒569.346毫秒,baoding_man1
北京-0206-1745487270888,低需求,北京-0206,10,1.0,500000000.0,1,00分01秒53.166毫秒,00分01秒57.228毫秒,beijing_man1
秦皇-0225-1745487270889,低需求,秦皇-0225,10,1.0,500000000.0,1,00分01秒53.991毫秒,00分01秒57.364毫秒,qhd_man2
邢台-0195-1745487271400,低需求,邢台-0195,10,1.0,500000000.0,1,00分01秒565.583毫秒,00分01秒570.443毫秒,xingtai_man1
保定-0084-1745487271403,大带宽,保定-0084,200,3.0,5000000000.0,2,00分01秒568.213毫秒,00分01秒571.857毫秒,baoding_man1
廊坊-0102-1745487271406,低需求,廊坊-0102,10,1.0,500000000.0,1,00分01秒571.679毫秒,00分01秒573.093毫秒,langfang_man1
唐山-0170-1745487271403,低时延,唐山-0170,10,0.3,5000000000.0,1,00分01秒567.822毫秒,00分01秒573.107毫秒,tangshan_man2
唐山-0229-1745487271407,长时间占用网络资源,唐山-0229,50,2.0,5000000000.0,2,00分01秒572.772毫秒,00分01秒573.839毫秒,tangshan_man2
保定-0214-1745487271405,低需求,保定-0214,10,1.0,500000000.0,1,00分01秒569.817毫秒,00分01秒574.368毫秒,baoding_man1
石家-0443-1745487271405,高算力,石家-0443,10,10.0,150000000000.0,40,00分01秒570.139毫秒,00分01秒575.034毫秒,shijiangzhuang_man1
秦皇-0263-1745487271403,高算力,秦皇-0263,10,10.0,150000000000.0,40,00分01秒568.623毫秒,00分01秒575.372毫秒,qhd_man2
秦皇-0003-1745487271409,低需求,秦皇-0003,10,1.0,500000000.0,1,00分01秒574.342毫秒,00分01秒575.566毫秒,qhd_man2
石家-0463-1745487271409,低需求,石家-0463,10,1.0,500000000.0,1,00分01秒574.339毫秒,00分01秒575.732毫秒,shijiangzhuang_man1
沧州-0155-1745487271406,大带宽,沧州-0155,200,3.0,5000000000.0,2,00分01秒571.060毫秒,00分01秒575.778毫秒,cangzhou_man1
北京-0348-1745487271408,长时间占用网络资源,北京-0348,50,2.0,5000000000.0,2,00分01秒572.934毫秒,00分01秒575.805毫秒,beijing_man1
廊坊-0160-1745487271405,大带宽,廊坊-0160,200,3.0,5000000000.0,2,00分01秒570.689毫秒,00分01秒576.045毫秒,langfang_man1
沧州-0297-1745487271410,长时间占用网络资源,沧州-0297,50,2.0,5000000000.0,2,00分01秒575.567毫秒,00分01秒576.789毫秒,cangzhou_man1
北京-0736-1745487271409,高算力,北京-0736,10,10.0,150000000000.0,40,00分01秒574.643毫秒,00分01秒578.313毫秒,beijing_man2
廊坊-0063-1745487271412,低需求,廊坊-0063,10,1.0,500000000.0,1,00分01秒577.248毫秒,00分01秒578.578毫秒,langfang_man1
石家-0201-1745487271407,低需求,石家-0201,10,1.0,500000000.0,1,00分01秒572.116毫秒,00分01秒579.300毫秒,shijiangzhuang_man1
北京-0968-1745487271412,长时间占用网络资源,北京-0968,50,2.0,5000000000.0,2,00分01秒577.711毫秒,00分01秒579.463毫秒,beijing_man2
邢台-0148-1745487271413,高算力,邢台-0148,10,10.0,150000000000.0,40,00分01秒578.010毫秒,00分01秒579.574毫秒,xingtai_man1
沧州-0035-1745487271413,大带宽,沧州-0035,200,3.0,5000000000.0,2,00分01秒578.621毫秒,00分01秒579.631毫秒,cangzhou_man1
衡水-0075-1745487270890,低时延,衡水-0075,10,0.3,5000000000.0,1,00分01秒55.801毫秒,00分01秒58.965毫秒,hengshui_man1
天津-0430-1745487271412,低需求,天津-0430,10,1.0,500000000.0,1,00分01秒577.119毫秒,00分01秒580.426毫秒,tianjin_man2
石家-0101-1745487271414,高算力,石家-0101,10,10.0,150000000000.0,40,00分01秒579.420毫秒,00分01秒580.478毫秒,shijiangzhuang_man1
唐山-0270-1745487271415,大带宽,唐山-0270,200,3.0,5000000000.0,2,00分01秒580.752毫秒,00分01秒582.382毫秒,tangshan_man2
张家-0027-1745487271413,大带宽,张家-0027,200,3.0,5000000000.0,2,00分01秒578.349毫秒,00分01秒582.592毫秒,zhangjiako_man1
天津-0307-1745487271415,高算力,天津-0307,10,10.0,150000000000.0,40,00分01秒580.259毫秒,00分01秒583.089毫秒,tianjin_man2
天津-0002-1745487271413,低需求,天津-0002,10,1.0,500000000.0,1,00分01秒578.773毫秒,00分01秒583.104毫秒,tianjin_man2
邢台-0284-1745487271413,大带宽,邢台-0284,200,3.0,5000000000.0,2,00分01秒578.563毫秒,00分01秒583.261毫秒,xingtai_man1
张家-0010-1745487271418,低需求,张家-0010,10,1.0,500000000.0,1,00分01秒583.472毫秒,00分01秒584.604毫秒,zhangjiako_man1
北京-0191-1745487271418,高算力,北京-0191,10,10.0,150000000000.0,40,00分01秒583.571毫秒,00分01秒585.450毫秒,beijing_man1
北京-0304-1745487271419,低需求,北京-0304,10,1.0,500000000.0,1,00分01秒584.049毫秒,00分01秒585.864毫秒,beijing_man2
承德-0001-1745487271420,高算力,承德-0001,10,10.0,150000000000.0,40,00分01秒585.782毫秒,00分01秒587.035毫秒,chengde_man1
衡水-0184-1745487271416,低需求,衡水-0184,10,1.0,500000000.0,1,00分01秒580.827毫秒,00分01秒588.808毫秒,hengshui_man1
秦皇-0208-1745487271422,低需求,秦皇-0208,10,1.0,500000000.0,1,00分01秒587.694毫秒,00分01秒588.929毫秒,qhd_man2
北京-0060-1745487271416,大带宽,北京-0060,200,3.0,5000000000.0,2,00分01秒581.580毫秒,00分01秒588.941毫秒,beijing_man2
石家-0285-1745487271421,高算力,石家-0285,10,10.0,150000000000.0,40,00分01秒586.657毫秒,00分01秒588.978毫秒,shijiangzhuang_man1
廊坊-0121-1745487271416,低需求,廊坊-0121,10,1.0,500000000.0,1,00分01秒581.647毫秒,00分01秒589.070毫秒,langfang_man1
廊坊-0110-1745487271424,低需求,廊坊-0110,10,1.0,500000000.0,1,00分01秒588.918毫秒,00分01秒589.999毫秒,langfang_man1
秦皇-0208-1745487270893,长时间占用网络资源,秦皇-0208,50,2.0,5000000000.0,2,00分01秒58.462毫秒,00分01秒59.697毫秒,qhd_man2
石家-0380-1745487271419,低时延,石家-0380,10,0.3,5000000000.0,1,00分01秒584.505毫秒,00分01秒590.081毫秒,shijiangzhuang_man1
北京-0399-1745487271417,低时延,北京-0399,10,0.3,5000000000.0,1,00分01秒582.742毫秒,00分01秒590.473毫秒,beijing_man2
张家-0158-1745487271423,低时延,张家-0158,10,0.3,5000000000.0,1,00分01秒588.623毫秒,00分01秒590.539毫秒,zhangjiako_man1
邢台-0246-1745487271425,低需求,邢台-0246,10,1.0,500000000.0,1,00分01秒590.048毫秒,00分01秒591.159毫秒,xingtai_man1
北京-0672-1745487271423,高算力,北京-0672,10,10.0,150000000000.0,40,00分01秒587.995毫秒,00分01秒591.402毫秒,beijing_man2
北京-0428-1745487271424,大带宽,北京-0428,200,3.0,5000000000.0,2,00分01秒589.233毫秒,00分01秒591.805毫秒,beijing_man2
石家-0356-1745487271426,低需求,石家-0356,10,1.0,500000000.0,1,00分01秒591.269毫秒,00分01秒593.073毫秒,shijiangzhuang_man1
天津-0104-1745487271426,大带宽,天津-0104,200,3.0,5000000000.0,2,00分01秒591.492毫秒,00分01秒593.466毫秒,tianjin_man2
石家-0429-1745487271427,大带宽,石家-0429,200,3.0,5000000000.0,2,00分01秒592.019毫秒,00分01秒593.637毫秒,shijiangzhuang_man1
石家-0263-1745487271426,低时延,石家-0263,10,0.3,5000000000.0,1,00分01秒591.364毫秒,00分01秒594.088毫秒,shijiangzhuang_man1
唐山-0117-1745487271427,低需求,唐山-0117,10,1.0,500000000.0,1,00分01秒591.864毫秒,00分01秒594.550毫秒,tianjin_man1
秦皇-0094-1745487271425,高算力,秦皇-0094,10,10.0,150000000000.0,40,00分01秒590.002毫秒,00分01秒594.970毫秒,qhd_man2
邢台-0301-1745487271426,高算力,邢台-0301,10,10.0,150000000000.0,40,00分01秒591.045毫秒,00分01秒595.115毫秒,xingtai_man1
天津-0157-1745487271425,低需求,天津-0157,10,1.0,500000000.0,1,00分01秒590.446毫秒,00分01秒595.303毫秒,tianjin_man2
石家-0165-1745487271428,高算力,石家-0165,10,10.0,150000000000.0,40,00分01秒593.766毫秒,00分01秒595.410毫秒,shijiangzhuang_man1
张家-0151-1745487271430,大带宽,张家-0151,200,3.0,5000000000.0,2,00分01秒595.219毫秒,00分01秒596.397毫秒,zhangjiako_man1
石家-0512-1745487271427,长时间占用网络资源,石家-0512,50,2.0,5000000000.0,2,00分01秒592.127毫秒,00分01秒596.512毫秒,shijiangzhuang_man1
北京-0838-1745487271428,长时间占用网络资源,北京-0838,50,2.0,5000000000.0,2,00分01秒593.104毫秒,00分01秒597.766毫秒,beijing_man2
邢台-0219-1745487271431,低需求,邢台-0219,10,1.0,500000000.0,1,00分01秒596.597毫秒,00分01秒597.886毫秒,xingtai_man1
唐山-0002-1745487271433,大带宽,唐山-0002,200,3.0,5000000000.0,2,00分01秒597.913毫秒,00分01秒599.181毫秒,tangshan_man2
张家-0139-1745487271429,低时延,张家-0139,10,0.3,5000000000.0,1,00分01秒594.625毫秒,00分01秒599.666毫秒,zhangjiako_man1
北京-0185-1745487270890,低需求,北京-0185,10,1.0,500000000.0,1,00分01秒55.252毫秒,00分01秒60.209毫秒,beijing_man1
石家-0150-1745487270891,大带宽,石家-0150,200,3.0,5000000000.0,2,00分01秒56.288毫秒,00分01秒60.300毫秒,shijiangzhuang_man1
廊坊-0110-1745487270894,低时延,廊坊-0110,10,0.3,5000000000.0,1,00分01秒59.279毫秒,00分01秒60.360毫秒,langfang_man1
北京-0799-1745487270893,低需求,北京-0799,10,1.0,500000000.0,1,00分01秒58.271毫秒,00分01秒60.497毫秒,beijing_man1
北京-0054-1745487271431,低时延,北京-0054,10,0.3,5000000000.0,1,00分01秒596.101毫秒,00分01秒600.372毫秒,beijing_man1
北京-0564-1745487271432,长时间占用网络资源,北京-0564,50,2.0,5000000000.0,2,00分01秒597.296毫秒,00分01秒600.442毫秒,beijing_man2
秦皇-0189-1745487271429,低时延,秦皇-0189,10,0.3,5000000000.0,1,00分01秒593.809毫秒,00分01秒601.091毫秒,qhd_man2
承德-0098-1745487271432,长时间占用网络资源,承德-0098,50,2.0,5000000000.0,2,00分01秒596.879毫秒,00分01秒601.322毫秒,chengde_man1
秦皇-0005-1745487271431,大带宽,秦皇-0005,200,3.0,5000000000.0,2,00分01秒596.645毫秒,00分01秒601.324毫秒,qhd_man2
秦皇-0389-1745487271433,低时延,秦皇-0389,10,0.3,5000000000.0,1,00分01秒598.333毫秒,00分01秒601.612毫秒,qhd_man2
沧州-0138-1745487271434,长时间占用网络资源,沧州-0138,50,2.0,5000000000.0,2,00分01秒599.590毫秒,00分01秒602.015毫秒,cangzhou_man1
北京-0427-1745487271435,低需求,北京-0427,10,1.0,500000000.0,1,00分01秒600.541毫秒,00分01秒602.033毫秒,beijing_man1
北京-0181-1745487271435,低时延,北京-0181,10,0.3,5000000000.0,1,00分01秒600.648毫秒,00分01秒602.261毫秒,beijing_man2
石家-0197-1745487271435,大带宽,石家-0197,200,3.0,5000000000.0,2,00分01秒600.741毫秒,00分01秒602.367毫秒,xingtai_man1
天津-0236-1745487271432,低时延,天津-0236,10,0.3,5000000000.0,1,00分01秒597.084毫秒,00分01秒602.624毫秒,tianjin_man2
保定-0515-1745487271436,低时延,保定-0515,10,0.3,5000000000.0,1,00分01秒601.735毫秒,00分01秒603.014毫秒,baoding_man1
北京-0733-1745487271436,大带宽,北京-0733,200,3.0,5000000000.0,2,00分01秒601.423毫秒,00分01秒603.301毫秒,beijing_man2
北京-0792-1745487271433,大带宽,北京-0792,200,3.0,5000000000.0,2,00分01秒598.643毫秒,00分01秒603.368毫秒,beijing_man2
北京-0818-1745487271436,低需求,北京-0818,10,1.0,500000000.0,1,00分01秒601.546毫秒,00分01秒603.449毫秒,beijing_man2
秦皇-0021-1745487271433,低需求,秦皇-0021,10,1.0,500000000.0,1,00分01秒598.691毫秒,00分01秒605.317毫秒,qhd_man2
