source_id,dest_id,lantency,AppType
26,55,71.8,2
26,56,60.8,2
26,57,60.8,2
26,58,65.9,2
26,59,65.9,2
26,60,122.8,2
26,61,122.8,2
26,62,133.4,2
26,63,137.3,2
26,64,86.4,2
26,65,86.4,2
26,66,102.1,2
26,67,102.1,2
1,36,113.4,3
1,54,111.9,3
1,55,111.9,3
1,56,100.9,3
1,57,100.9,3
1,58,106,3
1,59,103.4,3
1,68,100.7,3
1,69,100.7,3
2,36,113.4,3
2,54,111.9,3
2,55,111.9,3
2,56,100.9,3
2,57,100.9,3
2,58,106,3
2,59,103.4,3
2,68,100.7,3
2,69,100.7,3
3,36,100.9,3
3,54,125.9,3
3,55,125.9,3
3,56,115,3
3,57,115,3
3,58,100.9,3
3,68,114.7,3
3,69,114.7,3
4,36,100.9,3
4,54,125.9,3
4,55,125.9,3
4,56,115,3
4,57,115,3
4,58,100.9,3
4,68,114.7,3
4,69,114.7,3
5,39,113,3
5,50,110.3,3
5,51,110.3,3
5,52,135.3,3
5,53,140.9,3
5,60,103,3
5,61,103,3
5,62,125.8,3
5,63,125.8,3
6,39,113,3
6,50,105.8,3
6,51,105.8,3
6,52,130.8,3
6,53,136.5,3
6,60,103,3
6,61,103,3
6,62,125.8,3
6,63,125.8,3
7,24,104.3,3
7,39,100.8,3
7,48,110.3,3
7,49,105.8,3
7,54,145.3,3
7,55,145.3,3
7,56,129.3,3
7,57,119.3,3
7,68,106.2,3
8,24,104.3,3
8,39,100.8,3
8,48,110.3,3
8,49,105.8,3
8,54,145.3,3
8,55,145.3,3
8,56,129.3,3
8,57,119.3,3
8,68,106.2,3
9,24,129.9,3
9,36,105.9,3
9,39,125.9,3
9,48,135.3,3
9,49,130.8,3
9,54,171,3
9,55,171,3
9,56,154.3,3
9,57,144.3,3
9,58,105.9,3
9,60,115.9,3
9,61,115.9,3
9,68,131.2,3
9,69,121.2,3
10,24,135.6,3
10,36,111.5,3
10,39,131.5,3
10,48,140.9,3
10,49,136.5,3
10,54,176.6,3
10,55,176.6,3
10,56,159.9,3
10,57,149.9,3
10,58,111.5,3
10,59,101.5,3
10,60,121.5,3
10,61,121.5,3
10,68,136.8,3
10,69,126.8,3
11,5,111.9,3
11,6,101.9,3
11,7,111.9,3
11,8,111.9,3
11,9,116.9,3
11,10,116.9,3
11,15,115.9,3
11,16,125.5,3
11,17,125.9,3
11,18,125.9,3
11,19,130.9,3
11,20,130.9,3
11,39,144,3
11,50,145.3,3
11,51,145.3,3
11,52,171,3
11,53,176.6,3
11,60,134,3
11,61,134,3
11,62,156.8,3
11,63,156.8,3
11,66,113.3,3
11,67,113.3,3
12,5,111.9,3
12,6,101.9,3
12,7,111.9,3
12,8,111.9,3
12,9,116.9,3
12,10,116.9,3
12,15,115.9,3
12,16,125.5,3
12,17,125.9,3
12,18,125.9,3
12,19,130.9,3
12,20,130.9,3
12,39,144,3
12,50,145.3,3
12,51,145.3,3
12,52,171,3
12,53,176.6,3
12,60,134,3
12,61,134,3
12,62,156.8,3
12,63,156.8,3
12,66,113.3,3
12,67,113.3,3
13,5,100.9,3
13,7,100.9,3
13,8,100.9,3
13,9,105.9,3
13,10,105.9,3
13,15,105,3
13,16,114.5,3
13,17,115,3
13,18,115,3
13,19,120,3
13,20,120,3
13,39,133,3
13,50,129.3,3
13,51,129.3,3
13,52,154.3,3
13,53,159.9,3
13,60,123,3
13,61,123,3
13,62,145.8,3
13,63,145.8,3
13,66,102.3,3
13,67,102.3,3
14,5,100.9,3
14,7,100.9,3
14,8,100.9,3
14,9,105.9,3
14,10,105.9,3
14,15,105,3
14,16,114.5,3
14,17,115,3
14,18,115,3
14,19,120,3
14,20,120,3
14,39,133,3
14,50,119.3,3
14,51,119.3,3
14,52,144.3,3
14,53,149.9,3
14,60,123,3
14,61,123,3
14,62,145.8,3
14,63,145.8,3
14,66,102.3,3
14,67,102.3,3
15,5,103.4,3
15,7,106,3
15,8,106,3
15,9,111,3
15,10,111,3
15,17,100.9,3
15,18,100.9,3
15,19,105.9,3
15,20,105.9,3
15,39,138.2,3
15,52,105.9,3
15,53,111.5,3
15,60,128.2,3
15,61,128.2,3
15,62,118.1,3
15,63,122,3
15,66,107.4,3
15,67,103,3
16,7,103.4,3
16,8,103.4,3
16,9,108.4,3
16,10,108.4,3
16,39,138.2,3
16,53,101.5,3
16,60,128.2,3
16,61,128.2,3
16,62,108.1,3
16,63,112,3
16,66,101.3,3
17,36,138.2,3
17,48,103,3
17,49,103,3
17,52,115.9,3
17,53,121.5,3
17,54,134,3
17,55,134,3
17,56,123,3
17,57,123,3
17,58,128.2,3
17,59,128.2,3
17,62,103.2,3
17,63,103.2,3
17,64,100.8,3
17,65,100.8,3
17,68,122.8,3
17,69,122.8,3
18,36,138.2,3
18,48,103,3
18,49,103,3
18,52,115.9,3
18,53,121.5,3
18,54,134,3
18,55,134,3
18,56,123,3
18,57,123,3
18,58,128.2,3
18,59,128.2,3
18,62,103.2,3
18,63,103.2,3
18,64,100.8,3
18,65,100.8,3
18,68,122.8,3
18,69,122.8,3
19,24,115.8,3
19,36,118.1,3
19,39,113.2,3
19,48,125.8,3
19,49,125.8,3
19,54,156.8,3
19,55,156.8,3
19,56,145.8,3
19,57,145.8,3
19,58,118.1,3
19,59,108.1,3
19,60,103.2,3
19,61,103.2,3
19,68,143.4,3
19,69,133.4,3
20,24,115.8,3
20,36,122,3
20,39,113.2,3
20,48,125.8,3
20,49,125.8,3
20,54,156.8,3
20,55,156.8,3
20,56,145.8,3
20,57,145.8,3
20,58,122,3
20,59,112,3
20,60,103.2,3
20,61,103.2,3
20,68,145.6,3
20,69,137.3,3
21,36,101.8,3
21,39,110.8,3
21,60,100.8,3
21,61,100.8,3
22,36,101.8,3
22,39,110.8,3
22,60,100.8,3
22,61,100.8,3
23,36,111.3,3
23,54,113.3,3
23,55,113.3,3
23,56,102.3,3
23,57,102.3,3
23,58,107.4,3
23,59,101.3,3
23,68,102.1,3
23,69,102.1,3
24,36,103,3
24,54,113.3,3
24,55,113.3,3
24,56,102.3,3
24,57,102.3,3
24,58,103,3
24,68,102.1,3
24,69,102.1,3
25,5,100.7,3
25,7,100.7,3
25,8,100.7,3
25,9,105.7,3
25,10,105.7,3
25,15,104.7,3
25,16,114.2,3
25,17,114.7,3
25,18,114.7,3
25,19,119.7,3
25,20,119.7,3
25,39,132.8,3
25,50,106.2,3
25,51,106.2,3
25,52,131.2,3
25,53,136.8,3
25,60,122.8,3
25,61,122.8,3
25,62,143.4,3
25,63,145.6,3
25,66,102.1,3
25,67,102.1,3
26,5,100.7,3
26,7,100.7,3
26,8,100.7,3
26,9,105.7,3
26,10,105.7,3
26,15,104.7,3
26,16,110.9,3
26,17,114.7,3
26,18,114.7,3
26,19,119.7,3
26,20,119.7,3
26,39,132.8,3
26,52,121.2,3
26,53,126.8,3
26,60,122.8,3
26,61,122.8,3
26,62,133.4,3
26,63,137.3,3
26,66,102.1,3
26,67,102.1,3
1,36,113.4,4
1,54,111.9,4
1,55,111.9,4
1,56,100.9,4
1,57,100.9,4
1,58,106,4
1,59,103.4,4
1,68,100.7,4
1,69,100.7,4
2,36,113.4,4
2,54,111.9,4
2,55,111.9,4
2,56,100.9,4
2,57,100.9,4
2,58,106,4
2,59,103.4,4
2,68,100.7,4
2,69,100.7,4
3,36,100.9,4
3,54,125.9,4
3,55,125.9,4
3,56,115,4
3,57,115,4
3,58,100.9,4
3,68,114.7,4
3,69,114.7,4
4,36,100.9,4
4,54,125.9,4
4,55,125.9,4
4,56,115,4
4,57,115,4
4,58,100.9,4
4,68,114.7,4
4,69,114.7,4
5,39,113,4
5,50,110.3,4
5,51,110.3,4
5,52,135.3,4
5,53,140.9,4
5,60,103,4
5,61,103,4
5,62,125.8,4
5,63,125.8,4
6,39,113,4
6,50,105.8,4
6,51,105.8,4
6,52,130.8,4
6,53,136.5,4
6,60,103,4
6,61,103,4
6,62,125.8,4
6,63,125.8,4
7,24,104.3,4
7,39,100.8,4
7,48,110.3,4
7,49,105.8,4
7,54,145.3,4
7,55,145.3,4
7,56,129.3,4
7,57,119.3,4
7,68,106.2,4
8,24,104.3,4
8,39,100.8,4
8,48,110.3,4
8,49,105.8,4
8,54,145.3,4
8,55,145.3,4
8,56,129.3,4
8,57,119.3,4
8,68,106.2,4
9,24,129.9,4
9,36,105.9,4
9,39,125.9,4
9,48,135.3,4
9,49,130.8,4
9,54,171,4
9,55,171,4
9,56,154.3,4
9,57,144.3,4
9,58,105.9,4
9,60,115.9,4
9,61,115.9,4
9,68,131.2,4
9,69,121.2,4
10,24,135.6,4
10,36,111.5,4
10,39,131.5,4
10,48,140.9,4
10,49,136.5,4
10,54,176.6,4
10,55,176.6,4
10,56,159.9,4
10,57,149.9,4
10,58,111.5,4
10,59,101.5,4
10,60,121.5,4
10,61,121.5,4
10,68,136.8,4
10,69,126.8,4
11,5,111.9,4
11,6,101.9,4
11,7,111.9,4
11,8,111.9,4
11,9,116.9,4
11,10,116.9,4
11,15,115.9,4
11,16,125.5,4
11,17,125.9,4
11,18,125.9,4
11,19,130.9,4
11,20,130.9,4
11,39,144,4
11,50,145.3,4
11,51,145.3,4
11,52,171,4
11,53,176.6,4
11,60,134,4
11,61,134,4
11,62,156.8,4
11,63,156.8,4
11,66,113.3,4
11,67,113.3,4
12,5,111.9,4
12,6,101.9,4
12,7,111.9,4
12,8,111.9,4
12,9,116.9,4
12,10,116.9,4
12,15,115.9,4
12,16,125.5,4
12,17,125.9,4
12,18,125.9,4
12,19,130.9,4
12,20,130.9,4
12,39,144,4
12,50,145.3,4
12,51,145.3,4
12,52,171,4
12,53,176.6,4
12,60,134,4
12,61,134,4
12,62,156.8,4
12,63,156.8,4
12,66,113.3,4
12,67,113.3,4
13,5,100.9,4
13,7,100.9,4
13,8,100.9,4
13,9,105.9,4
13,10,105.9,4
13,15,105,4
13,16,114.5,4
13,17,115,4
13,18,115,4
13,19,120,4
13,20,120,4
13,39,133,4
13,50,129.3,4
13,51,129.3,4
13,52,154.3,4
13,53,159.9,4
13,60,123,4
13,61,123,4
13,62,145.8,4
13,63,145.8,4
13,66,102.3,4
13,67,102.3,4
14,5,100.9,4
14,7,100.9,4
14,8,100.9,4
14,9,105.9,4
14,10,105.9,4
14,15,105,4
14,16,114.5,4
14,17,115,4
14,18,115,4
14,19,120,4
14,20,120,4
14,39,133,4
14,50,119.3,4
14,51,119.3,4
14,52,144.3,4
14,53,149.9,4
14,60,123,4
14,61,123,4
14,62,145.8,4
14,63,145.8,4
14,66,102.3,4
14,67,102.3,4
15,5,103.4,4
15,7,106,4
15,8,106,4
15,9,111,4
15,10,111,4
15,17,100.9,4
15,18,100.9,4
15,19,105.9,4
15,20,105.9,4
15,39,138.2,4
15,52,105.9,4
15,53,111.5,4
15,60,128.2,4
15,61,128.2,4
15,62,118.1,4
15,63,122,4
15,66,107.4,4
15,67,103,4
16,7,103.4,4
16,8,103.4,4
16,9,108.4,4
16,10,108.4,4
16,39,138.2,4
16,53,101.5,4
16,60,128.2,4
16,61,128.2,4
16,62,108.1,4
16,63,112,4
16,66,101.3,4
17,36,138.2,4
17,48,103,4
17,49,103,4
17,52,115.9,4
17,53,121.5,4
17,54,134,4
17,55,134,4
17,56,123,4
17,57,123,4
17,58,128.2,4
17,59,128.2,4
17,62,103.2,4
17,63,103.2,4
17,64,100.8,4
17,65,100.8,4
17,68,122.8,4
17,69,122.8,4
18,36,138.2,4
18,48,103,4
18,49,103,4
18,52,115.9,4
18,53,121.5,4
18,54,134,4
18,55,134,4
18,56,123,4
18,57,123,4
18,58,128.2,4
18,59,128.2,4
18,62,103.2,4
18,63,103.2,4
18,64,100.8,4
18,65,100.8,4
18,68,122.8,4
18,69,122.8,4
19,24,115.8,4
19,36,118.1,4
19,39,113.2,4
19,48,125.8,4
19,49,125.8,4
19,54,156.8,4
19,55,156.8,4
19,56,145.8,4
19,57,145.8,4
19,58,118.1,4
19,59,108.1,4
19,60,103.2,4
19,61,103.2,4
19,68,143.4,4
19,69,133.4,4
20,24,115.8,4
20,36,122,4
20,39,113.2,4
20,48,125.8,4
20,49,125.8,4
20,54,156.8,4
20,55,156.8,4
20,56,145.8,4
20,57,145.8,4
20,58,122,4
20,59,112,4
20,60,103.2,4
20,61,103.2,4
20,68,145.6,4
20,69,137.3,4
21,36,101.8,4
21,39,110.8,4
21,60,100.8,4
21,61,100.8,4
22,36,101.8,4
22,39,110.8,4
22,60,100.8,4
22,61,100.8,4
23,36,111.3,4
23,54,113.3,4
23,55,113.3,4
23,56,102.3,4
23,57,102.3,4
23,58,107.4,4
23,59,101.3,4
23,68,102.1,4
23,69,102.1,4
24,36,103,4
24,54,113.3,4
24,55,113.3,4
24,56,102.3,4
24,57,102.3,4
24,58,103,4
24,68,102.1,4
24,69,102.1,4
25,5,100.7,4
25,7,100.7,4
25,8,100.7,4
25,9,105.7,4
25,10,105.7,4
25,15,104.7,4
25,16,114.2,4
25,17,114.7,4
25,18,114.7,4
25,19,119.7,4
25,20,119.7,4
25,39,132.8,4
25,50,106.2,4
25,51,106.2,4
25,52,131.2,4
25,53,136.8,4
25,60,122.8,4
25,61,122.8,4
25,62,143.4,4
25,63,145.6,4
25,66,102.1,4
25,67,102.1,4
26,5,100.7,4
26,7,100.7,4
26,8,100.7,4
26,9,105.7,4
26,10,105.7,4
26,15,104.7,4
26,16,110.9,4
26,17,114.7,4
26,18,114.7,4
26,19,119.7,4
26,20,119.7,4
26,39,132.8,4
26,52,121.2,4
26,53,126.8,4
26,60,122.8,4
26,61,122.8,4
26,62,133.4,4
26,63,137.3,4
26,66,102.1,4
26,67,102.1,4
1,36,113.4,5
1,54,111.9,5
1,55,111.9,5
1,56,100.9,5
1,57,100.9,5
1,58,106,5
1,59,103.4,5
1,68,100.7,5
1,69,100.7,5
2,36,113.4,5
2,54,111.9,5
2,55,111.9,5
2,56,100.9,5
2,57,100.9,5
2,58,106,5
2,59,103.4,5
2,68,100.7,5
2,69,100.7,5
3,36,100.9,5
3,54,125.9,5
3,55,125.9,5
3,56,115,5
3,57,115,5
3,58,100.9,5
3,68,114.7,5
3,69,114.7,5
4,36,100.9,5
4,54,125.9,5
4,55,125.9,5
4,56,115,5
4,57,115,5
4,58,100.9,5
4,68,114.7,5
4,69,114.7,5
5,39,113,5
5,50,110.3,5
5,51,110.3,5
5,52,135.3,5
5,53,140.9,5
5,60,103,5
5,61,103,5
5,62,125.8,5
5,63,125.8,5
6,39,113,5
6,50,105.8,5
6,51,105.8,5
6,52,130.8,5
6,53,136.5,5
6,60,103,5
6,61,103,5
6,62,125.8,5
6,63,125.8,5
7,24,104.3,5
7,39,100.8,5
7,48,110.3,5
7,49,105.8,5
7,54,145.3,5
7,55,145.3,5
7,56,129.3,5
7,57,119.3,5
7,68,106.2,5
8,24,104.3,5
8,39,100.8,5
8,48,110.3,5
8,49,105.8,5
8,54,145.3,5
8,55,145.3,5
8,56,129.3,5
8,57,119.3,5
8,68,106.2,5
9,24,129.9,5
9,36,105.9,5
9,39,125.9,5
9,48,135.3,5
9,49,130.8,5
9,54,171,5
9,55,171,5
9,56,154.3,5
9,57,144.3,5
9,58,105.9,5
9,60,115.9,5
9,61,115.9,5
9,68,131.2,5
9,69,121.2,5
10,24,135.6,5
10,36,111.5,5
10,39,131.5,5
10,48,140.9,5
10,49,136.5,5
10,54,176.6,5
10,55,176.6,5
10,56,159.9,5
10,57,149.9,5
10,58,111.5,5
10,59,101.5,5
10,60,121.5,5
10,61,121.5,5
10,68,136.8,5
10,69,126.8,5
11,5,111.9,5
11,6,101.9,5
11,7,111.9,5
11,8,111.9,5
11,9,116.9,5
11,10,116.9,5
11,15,115.9,5
11,16,125.5,5
11,17,125.9,5
11,18,125.9,5
11,19,130.9,5
11,20,130.9,5
11,39,144,5
11,50,145.3,5
11,51,145.3,5
11,52,171,5
11,53,176.6,5
11,60,134,5
11,61,134,5
11,62,156.8,5
11,63,156.8,5
11,66,113.3,5
11,67,113.3,5
12,5,111.9,5
12,6,101.9,5
12,7,111.9,5
12,8,111.9,5
12,9,116.9,5
12,10,116.9,5
12,15,115.9,5
12,16,125.5,5
12,17,125.9,5
12,18,125.9,5
12,19,130.9,5
12,20,130.9,5
12,39,144,5
12,50,145.3,5
12,51,145.3,5
12,52,171,5
12,53,176.6,5
12,60,134,5
12,61,134,5
12,62,156.8,5
12,63,156.8,5
12,66,113.3,5
12,67,113.3,5
13,5,100.9,5
13,7,100.9,5
13,8,100.9,5
13,9,105.9,5
13,10,105.9,5
13,15,105,5
13,16,114.5,5
13,17,115,5
13,18,115,5
13,19,120,5
13,20,120,5
13,39,133,5
13,50,129.3,5
13,51,129.3,5
13,52,154.3,5
13,53,159.9,5
13,60,123,5
13,61,123,5
13,62,145.8,5
13,63,145.8,5
13,66,102.3,5
13,67,102.3,5
14,5,100.9,5
14,7,100.9,5
14,8,100.9,5
14,9,105.9,5
14,10,105.9,5
14,15,105,5
14,16,114.5,5
14,17,115,5
14,18,115,5
14,19,120,5
14,20,120,5
14,39,133,5
14,50,119.3,5
14,51,119.3,5
14,52,144.3,5
14,53,149.9,5
14,60,123,5
14,61,123,5
14,62,145.8,5
14,63,145.8,5
14,66,102.3,5
14,67,102.3,5
15,5,103.4,5
15,7,106,5
15,8,106,5
15,9,111,5
15,10,111,5
15,17,100.9,5
15,18,100.9,5
15,19,105.9,5
15,20,105.9,5
15,39,138.2,5
15,52,105.9,5
15,53,111.5,5
15,60,128.2,5
15,61,128.2,5
15,62,118.1,5
15,63,122,5
15,66,107.4,5
15,67,103,5
16,7,103.4,5
16,8,103.4,5
16,9,108.4,5
16,10,108.4,5
16,39,138.2,5
16,53,101.5,5
16,60,128.2,5
16,61,128.2,5
16,62,108.1,5
16,63,112,5
16,66,101.3,5
17,36,138.2,5
17,48,103,5
17,49,103,5
17,52,115.9,5
17,53,121.5,5
17,54,134,5
17,55,134,5
17,56,123,5
17,57,123,5
17,58,128.2,5
17,59,128.2,5
17,62,103.2,5
17,63,103.2,5
17,64,100.8,5
17,65,100.8,5
17,68,122.8,5
17,69,122.8,5
18,36,138.2,5
18,48,103,5
18,49,103,5
18,52,115.9,5
18,53,121.5,5
18,54,134,5
18,55,134,5
18,56,123,5
18,57,123,5
18,58,128.2,5
18,59,128.2,5
18,62,103.2,5
18,63,103.2,5
18,64,100.8,5
18,65,100.8,5
18,68,122.8,5
18,69,122.8,5
19,24,115.8,5
19,36,118.1,5
19,39,113.2,5
19,48,125.8,5
19,49,125.8,5
19,54,156.8,5
19,55,156.8,5
19,56,145.8,5
19,57,145.8,5
19,58,118.1,5
19,59,108.1,5
19,60,103.2,5
19,61,103.2,5
19,68,143.4,5
19,69,133.4,5
20,24,115.8,5
20,36,122,5
20,39,113.2,5
20,48,125.8,5
20,49,125.8,5
20,54,156.8,5
20,55,156.8,5
20,56,145.8,5
20,57,145.8,5
20,58,122,5
20,59,112,5
20,60,103.2,5
20,61,103.2,5
20,68,145.6,5
20,69,137.3,5
21,36,101.8,5
21,39,110.8,5
21,60,100.8,5
21,61,100.8,5
22,36,101.8,5
22,39,110.8,5
22,60,100.8,5
22,61,100.8,5
23,36,111.3,5
23,54,113.3,5
23,55,113.3,5
23,56,102.3,5
23,57,102.3,5
23,58,107.4,5
23,59,101.3,5
23,68,102.1,5
23,69,102.1,5
24,36,103,5
24,54,113.3,5
24,55,113.3,5
24,56,102.3,5
24,57,102.3,5
24,58,103,5
24,68,102.1,5
24,69,102.1,5
25,5,100.7,5
25,7,100.7,5
25,8,100.7,5
25,9,105.7,5
25,10,105.7,5
25,15,104.7,5
25,16,114.2,5
25,17,114.7,5
25,18,114.7,5
25,19,119.7,5
25,20,119.7,5
25,39,132.8,5
25,50,106.2,5
25,51,106.2,5
25,52,131.2,5
25,53,136.8,5
25,60,122.8,5
25,61,122.8,5
25,62,143.4,5
25,63,145.6,5
25,66,102.1,5
25,67,102.1,5
26,5,100.7,5
26,7,100.7,5
26,8,100.7,5
26,9,105.7,5
26,10,105.7,5
26,15,104.7,5
26,16,110.9,5
26,17,114.7,5
26,18,114.7,5
26,19,119.7,5
26,20,119.7,5
26,39,132.8,5
26,52,121.2,5
26,53,126.8,5
26,60,122.8,5
26,61,122.8,5
26,62,133.4,5
26,63,137.3,5
26,66,102.1,5
26,67,102.1,5
1,36,113.4,6
1,54,111.9,6
1,55,111.9,6
1,56,100.9,6
1,57,100.9,6
1,58,106,6
1,59,103.4,6
1,68,100.7,6
1,69,100.7,6
2,36,113.4,6
2,54,111.9,6
2,55,111.9,6
2,56,100.9,6
2,57,100.9,6
2,58,106,6
2,59,103.4,6
2,68,100.7,6
2,69,100.7,6
3,36,100.9,6
3,54,125.9,6
3,55,125.9,6
3,56,115,6
3,57,115,6
3,58,100.9,6
3,68,114.7,6
3,69,114.7,6
4,36,100.9,6
4,54,125.9,6
4,55,125.9,6
4,56,115,6
4,57,115,6
4,58,100.9,6
4,68,114.7,6
4,69,114.7,6
5,39,113,6
5,50,110.3,6
5,51,110.3,6
5,52,135.3,6
5,53,140.9,6
5,60,103,6
5,61,103,6
5,62,125.8,6
5,63,125.8,6
6,39,113,6
6,50,105.8,6
6,51,105.8,6
6,52,130.8,6
6,53,136.5,6
6,60,103,6
6,61,103,6
6,62,125.8,6
6,63,125.8,6
7,24,104.3,6
7,39,100.8,6
7,48,110.3,6
7,49,105.8,6
7,54,145.3,6
7,55,145.3,6
7,56,129.3,6
7,57,119.3,6
7,68,106.2,6
8,24,104.3,6
8,39,100.8,6
8,48,110.3,6
8,49,105.8,6
8,54,145.3,6
8,55,145.3,6
8,56,129.3,6
8,57,119.3,6
8,68,106.2,6
9,24,129.9,6
9,36,105.9,6
9,39,125.9,6
9,48,135.3,6
9,49,130.8,6
9,54,171,6
9,55,171,6
9,56,154.3,6
9,57,144.3,6
9,58,105.9,6
9,60,115.9,6
9,61,115.9,6
9,68,131.2,6
9,69,121.2,6
10,24,135.6,6
10,36,111.5,6
10,39,131.5,6
10,48,140.9,6
10,49,136.5,6
10,54,176.6,6
10,55,176.6,6
10,56,159.9,6
10,57,149.9,6
10,58,111.5,6
10,59,101.5,6
10,60,121.5,6
10,61,121.5,6
10,68,136.8,6
10,69,126.8,6
11,5,111.9,6
11,6,101.9,6
11,7,111.9,6
11,8,111.9,6
11,9,116.9,6
11,10,116.9,6
11,15,115.9,6
11,16,125.5,6
11,17,125.9,6
11,18,125.9,6
11,19,130.9,6
11,20,130.9,6
11,39,144,6
11,50,145.3,6
11,51,145.3,6
11,52,171,6
11,53,176.6,6
11,60,134,6
11,61,134,6
11,62,156.8,6
11,63,156.8,6
11,66,113.3,6
11,67,113.3,6
12,5,111.9,6
12,6,101.9,6
12,7,111.9,6
12,8,111.9,6
12,9,116.9,6
12,10,116.9,6
12,15,115.9,6
12,16,125.5,6
12,17,125.9,6
12,18,125.9,6
12,19,130.9,6
12,20,130.9,6
12,39,144,6
12,50,145.3,6
12,51,145.3,6
12,52,171,6
12,53,176.6,6
12,60,134,6
12,61,134,6
12,62,156.8,6
12,63,156.8,6
12,66,113.3,6
12,67,113.3,6
13,5,100.9,6
13,7,100.9,6
13,8,100.9,6
13,9,105.9,6
13,10,105.9,6
13,15,105,6
13,16,114.5,6
13,17,115,6
13,18,115,6
13,19,120,6
13,20,120,6
13,39,133,6
13,50,129.3,6
13,51,129.3,6
13,52,154.3,6
13,53,159.9,6
13,60,123,6
13,61,123,6
13,62,145.8,6
13,63,145.8,6
13,66,102.3,6
13,67,102.3,6
14,5,100.9,6
14,7,100.9,6
14,8,100.9,6
14,9,105.9,6
14,10,105.9,6
14,15,105,6
14,16,114.5,6
14,17,115,6
14,18,115,6
14,19,120,6
14,20,120,6
14,39,133,6
14,50,119.3,6
14,51,119.3,6
14,52,144.3,6
14,53,149.9,6
14,60,123,6
14,61,123,6
14,62,145.8,6
14,63,145.8,6
14,66,102.3,6
14,67,102.3,6
15,5,103.4,6
15,7,106,6
15,8,106,6
15,9,111,6
15,10,111,6
15,17,100.9,6
15,18,100.9,6
15,19,105.9,6
15,20,105.9,6
15,39,138.2,6
15,52,105.9,6
15,53,111.5,6
15,60,128.2,6
15,61,128.2,6
15,62,118.1,6
15,63,122,6
15,66,107.4,6
15,67,103,6
16,7,103.4,6
16,8,103.4,6
16,9,108.4,6
16,10,108.4,6
16,39,138.2,6
16,53,101.5,6
16,60,128.2,6
16,61,128.2,6
16,62,108.1,6
16,63,112,6
16,66,101.3,6
17,36,138.2,6
17,48,103,6
17,49,103,6
17,52,115.9,6
17,53,121.5,6
17,54,134,6
17,55,134,6
17,56,123,6
17,57,123,6
17,58,128.2,6
17,59,128.2,6
17,62,103.2,6
17,63,103.2,6
17,64,100.8,6
17,65,100.8,6
17,68,122.8,6
17,69,122.8,6
18,36,138.2,6
18,48,103,6
18,49,103,6
18,52,115.9,6
18,53,121.5,6
18,54,134,6
18,55,134,6
18,56,123,6
18,57,123,6
18,58,128.2,6
18,59,128.2,6
18,62,103.2,6
18,63,103.2,6
18,64,100.8,6
18,65,100.8,6
18,68,122.8,6
18,69,122.8,6
19,24,115.8,6
19,36,118.1,6
19,39,113.2,6
19,48,125.8,6
19,49,125.8,6
19,54,156.8,6
19,55,156.8,6
19,56,145.8,6
19,57,145.8,6
19,58,118.1,6
19,59,108.1,6
19,60,103.2,6
19,61,103.2,6
19,68,143.4,6
19,69,133.4,6
20,24,115.8,6
20,36,122,6
20,39,113.2,6
20,48,125.8,6
20,49,125.8,6
20,54,156.8,6
20,55,156.8,6
20,56,145.8,6
20,57,145.8,6
20,58,122,6
20,59,112,6
20,60,103.2,6
20,61,103.2,6
20,68,145.6,6
20,69,137.3,6
21,36,101.8,6
21,39,110.8,6
21,60,100.8,6
21,61,100.8,6
22,36,101.8,6
22,39,110.8,6
22,60,100.8,6
22,61,100.8,6
23,36,111.3,6
23,54,113.3,6
23,55,113.3,6
23,56,102.3,6
23,57,102.3,6
23,58,107.4,6
23,59,101.3,6
23,68,102.1,6
23,69,102.1,6
24,36,103,6
24,54,113.3,6
24,55,113.3,6
24,56,102.3,6
24,57,102.3,6
24,58,103,6
24,68,102.1,6
24,69,102.1,6
25,5,100.7,6
25,7,100.7,6
25,8,100.7,6
25,9,105.7,6
25,10,105.7,6
25,15,104.7,6
25,16,114.2,6
25,17,114.7,6
25,18,114.7,6
25,19,119.7,6
25,20,119.7,6
25,39,132.8,6
25,50,106.2,6
25,51,106.2,6
25,52,131.2,6
25,53,136.8,6
25,60,122.8,6
25,61,122.8,6
25,62,143.4,6
25,63,145.6,6
25,66,102.1,6
25,67,102.1,6
26,5,100.7,6
26,7,100.7,6
26,8,100.7,6
26,9,105.7,6
26,10,105.7,6
26,15,104.7,6
26,16,110.9,6
26,17,114.7,6
26,18,114.7,6
26,19,119.7,6
26,20,119.7,6
26,39,132.8,6
26,52,121.2,6
26,53,126.8,6
26,60,122.8,6
26,61,122.8,6
26,62,133.4,6
26,63,137.3,6
26,66,102.1,6
26,67,102.1,6
1,36,113.4,7
1,54,111.9,7
1,55,111.9,7
1,56,100.9,7
1,57,100.9,7
1,58,106,7
1,59,103.4,7
1,68,100.7,7
1,69,100.7,7
2,36,113.4,7
2,54,111.9,7
2,55,111.9,7
2,56,100.9,7
2,57,100.9,7
2,58,106,7
2,59,103.4,7
2,68,100.7,7
2,69,100.7,7
3,36,100.9,7
3,54,125.9,7
3,55,125.9,7
3,56,115,7
3,57,115,7
3,58,100.9,7
3,68,114.7,7
3,69,114.7,7
4,36,100.9,7
4,54,125.9,7
4,55,125.9,7
4,56,115,7
4,57,115,7
4,58,100.9,7
4,68,114.7,7
4,69,114.7,7
5,39,113,7
5,50,110.3,7
5,51,110.3,7
5,52,135.3,7
5,53,140.9,7
5,60,103,7
