Task ID,Net Device ID,Request Size,Task Length,Max Latency,Task Type,Delay Margin
17090,baoding_man2,100,1000,100,8,99.85656498081002
25349,cangzhou_man1,100,1000,100,8,99.85656607771723
18892,shijiangzhuang_man1,100,1000,100,8,99.85656608024905
21768,handan_man2,100,1000,100,8,99.85656761363785
16723,tangshan_man2,100,1000,100,8,99.85656806499496
29332,hengshui_man2,100,1000,100,8,99.85656825607057
28514,tangshan_man2,100,1000,100,8,99.85656914541254
29697,tangshan_man2,100,1000,100,8,99.85656972618969
16935,zhangjiako_man1,100,1000,100,8,99.85657324865727
20606,beijing_man1,100,1000,100,8,99.85657356177983
23455,shijiangzhuang_man1,100,1000,100,8,99.85657360250978
28691,xingtai_man1,100,1000,100,8,99.85657439937378
17364,zhangjiako_man1,100,1000,100,8,99.85657565136707
19998,hengshui_man2,100,1000,100,8,99.85657616840095
15371,tangshan_man2,100,1000,100,8,99.85658188934393
27593,qhd_man1,100,1000,100,8,99.85658211550589
17496,langfang_man1,100,1000,100,8,99.85658372355226
29900,xingtai_man1,100,1000,100,8,99.8565847223858
17706,xingtai_man1,100,1000,100,8,99.85658497955825
18998,tangshan_man2,100,1000,100,8,99.85658510681891
18920,tangshan_man2,100,1000,100,8,99.85658760767573
27167,chengde_man1,100,1000,100,8,99.85658903412605
18933,tangshan_man2,100,1000,100,8,99.85658997541726
19940,langfang_man1,100,1000,100,8,99.85659156097478
20736,beijing_man1,100,1000,100,8,99.8565919186688
22894,beijing_man1,100,1000,100,8,99.85659195611268
28242,handan_man1,100,1000,100,8,99.85659574439514
19850,cangzhou_man1,100,1000,100,8,99.85659619758798
28721,hengshui_man1,100,1000,100,8,99.85659659401422
17906,tangshan_man2,100,1000,100,8,99.85659984433188
21433,zhangjiako_man2,100,1000,100,8,99.85660164077736
25804,cangzhou_man1,100,1000,100,8,99.85660210695237
20252,langfang_man1,100,1000,100,8,99.85660319205681
17061,tangshan_man2,100,1000,100,8,99.85660339922318
15022,qhd_man2,100,1000,100,8,99.85660535530204
20366,baoding_man1,100,1000,100,8,99.85660631989018
28293,tangshan_man1,100,1000,100,8,99.85661003724643
19416,qhd_man2,100,1000,100,8,99.85661034337681
23340,tangshan_man2,100,1000,100,8,99.85661174068457
21146,baoding_man1,100,1000,100,8,99.85661307997398
27380,tianjin_man2,100,1000,100,8,99.85661341128679
27643,tangshan_man1,100,1000,100,8,99.85661380179624
21477,beijing_man2,100,1000,100,8,99.85661513538001
22028,handan_man1,100,1000,100,8,99.85661632936372
26116,cangzhou_man1,100,1000,100,8,99.85661694396975
27828,baoding_man1,100,1000,100,8,99.85661893040874
23055,handan_man1,100,1000,100,8,99.85662188881638
27818,langfang_man1,100,1000,100,8,99.85662307039267
26138,baoding_man1,100,1000,100,8,99.85662309030428
23587,tangshan_man1,100,1000,100,8,99.8566231348037
25942,qhd_man2,100,1000,100,8,99.85662337173167
28158,xingtai_man1,100,1000,100,8,99.85662404681396
17512,beijing_man1,100,1000,100,8,99.85662430162269
16325,chengde_man1,100,1000,100,8,99.856624984881
27512,hengshui_man1,100,1000,100,8,99.85662519145683
17941,beijing_man1,100,1000,100,8,99.85662530243994
15491,baoding_man1,100,1000,100,8,99.85662614718379
21608,tianjin_man2,100,1000,100,8,99.85662741050736
16335,qhd_man1,100,1000,100,8,99.85663030218527
20908,hengshui_man2,100,1000,100,8,99.85663076393163
29955,shijiangzhuang_man1,100,1000,100,8,99.85663126913634
15660,baoding_man1,100,1000,100,8,99.85663256346635
24741,tianjin_man2,100,1000,100,8,99.85663420403162
24385,chengde_man1,100,1000,100,8,99.85663484921791
27311,langfang_man1,100,1000,100,8,99.85663900719003
28812,hengshui_man1,100,1000,100,8,99.85664123246735
15831,chengde_man1,100,1000,100,8,99.85664139425411
19339,baoding_man1,100,1000,100,8,99.85664529040059
22483,handan_man1,100,1000,100,8,99.85664616351832
23726,beijing_man1,100,1000,100,8,99.85664714838265
27824,hengshui_man1,100,1000,100,8,99.85665230542483
22337,shijiangzhuang_man1,100,1000,100,8,99.85665439636585
25002,shijiangzhuang_man1,100,1000,100,8,99.85665605851936
19818,handan_man1,100,1000,100,8,99.85665641671432
27729,xingtai_man1,100,1000,100,8,99.85665833210122
15520,langfang_man1,100,1000,100,8,99.8566602615084
20844,tangshan_man2,100,1000,100,8,99.85666187120594
27262,beijing_man2,100,1000,100,8,99.85666294155749
19970,tianjin_man2,100,1000,100,8,99.85666421818436
19912,zhangjiako_man1,100,1000,100,8,99.85666434478766
26379,tianjin_man2,100,1000,100,8,99.85666553826438
22510,qhd_man1,100,1000,100,8,99.85666559385237
22745,baoding_man1,100,1000,100,8,99.85666689693538
18743,chengde_man1,100,1000,100,8,99.85666697851168
22203,cangzhou_man1,100,1000,100,8,99.85666824211025
27973,chengde_man1,100,1000,100,8,99.85666832566231
28827,handan_man1,100,1000,100,8,99.85667016917937
28262,xingtai_man1,100,1000,100,8,99.8566718648829
29948,zhangjiako_man1,100,1000,100,8,99.856672005368
28339,cangzhou_man1,100,1000,100,8,99.85667212624074
19600,zhangjiako_man1,100,1000,100,8,99.85667227335983
26788,baoding_man1,100,1000,100,8,99.85667287893425
20546,handan_man1,100,1000,100,8,99.8566753874053
27139,baoding_man1,100,1000,100,8,99.85667953285902
16449,hengshui_man2,100,1000,100,8,99.85668358072812
29942,shijiangzhuang_man1,100,1000,100,8,99.85668486188867
20255,beijing_man1,100,1000,100,8,99.85668505612571
19283,hengshui_man1,100,1000,100,8,99.85668776258258
15475,tangshan_man2,100,1000,100,8,99.85668828329459
16574,cangzhou_man1,100,1000,100,8,99.85668892799808
20674,hengshui_man1,100,1000,100,8,99.85669207222793
16904,hengshui_man2,100,1000,100,8,99.85669236130133
19065,qhd_man1,100,1000,100,8,99.85669463086134
20827,beijing_man2,100,1000,100,8,99.85669613078277
25753,xingtai_man1,100,1000,100,8,99.85669756766593
24069,handan_man1,100,1000,100,8,99.85669810265554
26892,baoding_man1,100,1000,100,8,99.85670146386018
18456,zhangjiako_man1,100,1000,100,8,99.8567032772152
24766,beijing_man2,100,1000,100,8,99.85670467821129
24996,chengde_man1,100,1000,100,8,99.85670638225037
15032,hengshui_man1,100,1000,100,8,99.85670732968713
23250,handan_man1,100,1000,100,8,99.85671019958723
18170,zhangjiako_man1,100,1000,100,8,99.85671044211215
15118,cangzhou_man1,100,1000,100,8,99.85671099616594
25961,xingtai_man1,100,1000,100,8,99.85671485839424
26105,beijing_man1,100,1000,100,8,99.85671517585698
29624,chengde_man1,100,1000,100,8,99.85671569190643
21156,tangshan_man2,100,1000,100,8,99.85671707439283
25950,tianjin_man2,100,1000,100,8,99.85671767772939
23456,hengshui_man1,100,1000,100,8,99.85671823236355
29398,tangshan_man2,100,1000,100,8,99.85671846980097
26382,tangshan_man2,100,1000,100,8,99.85671881458381
22060,cangzhou_man1,100,1000,100,8,99.85671964865745
19342,langfang_man1,100,1000,100,8,99.8567218880664
27586,xingtai_man1,100,1000,100,8,99.85672369116385
24171,hengshui_man2,100,1000,100,8,99.85672516312597
27451,baoding_man1,100,1000,100,8,99.8567269870152
25677,tianjin_man2,100,1000,100,8,99.8567287665929
23728,shijiangzhuang_man1,100,1000,100,8,99.8567307196663
21517,tianjin_man2,100,1000,100,8,99.85673098411277
23290,qhd_man1,100,1000,100,8,99.85673330435897
17775,hengshui_man2,100,1000,100,8,99.85673352271755
23350,tianjin_man2,100,1000,100,8,99.85673635919986
23551,baoding_man1,100,1000,100,8,99.8567382005398
29077,zhangjiako_man1,100,1000,100,8,99.8567397068721
25566,baoding_man2,100,1000,100,8,99.85674035002107
19521,baoding_man1,100,1000,100,8,99.85674161142401
16589,beijing_man1,100,1000,100,8,99.85674265710655
28960,zhangjiako_man2,100,1000,100,8,99.85674325311722
27720,hengshui_man2,100,1000,100,8,99.85674361144949
16084,shijiangzhuang_man1,100,1000,100,8,99.8567482196214
18698,hengshui_man2,100,1000,100,8,99.8567511066285
20623,tangshan_man2,100,1000,100,8,99.85675203636696
25075,langfang_man1,100,1000,100,8,99.85675288613784
17151,hengshui_man1,100,1000,100,8,99.85675474575265
19511,langfang_man1,100,1000,100,8,99.85675681814767
29515,tangshan_man2,100,1000,100,8,99.85675766044419
24978,tangshan_man2,100,1000,100,8,99.85675944724183
28825,hengshui_man1,100,1000,100,8,99.85675961994662
27504,zhangjiako_man2,100,1000,100,8,99.85676093817881
18666,langfang_man1,100,1000,100,8,99.8567630678023
15811,shijiangzhuang_man1,100,1000,100,8,99.85676319004715
26168,cangzhou_man1,100,1000,100,8,99.8567653708046
15106,xingtai_man1,100,1000,100,8,99.85676723783595
16265,tianjin_man2,100,1000,100,8,99.8567676314502
16126,handan_man1,100,1000,100,8,99.8567681523937
17916,tianjin_man2,100,1000,100,8,99.85677485521175
28983,handan_man1,100,1000,100,8,99.85677576880025
17994,tianjin_man2,100,1000,100,8,99.85677597993447
26607,zhangjiako_man2,100,1000,100,8,99.85677735339605
20916,cangzhou_man1,100,1000,100,8,99.85677852629341
25993,handan_man1,100,1000,100,8,99.85677907978491
29134,beijing_man2,100,1000,100,8,99.85677997490771
26494,xingtai_man1,100,1000,100,8,99.8567823879571
16080,cangzhou_man1,100,1000,100,8,99.85678343750318
22241,langfang_man1,100,1000,100,8,99.85678402688039
22019,chengde_man2,100,1000,100,8,99.85678437837431
24744,tangshan_man1,100,1000,100,8,99.85678686421514
26104,xingtai_man1,100,1000,100,8,99.85679111987562
24811,qhd_man1,100,1000,100,8,99.85679224799696
23703,hengshui_man1,100,1000,100,8,99.8567939032023
26801,baoding_man2,100,1000,100,8,99.85679491366999
18187,xingtai_man1,100,1000,100,8,99.85679738307662
23364,shijiangzhuang_man1,100,1000,100,8,99.8567998725563
17087,tangshan_man2,100,1000,100,8,99.85680081280155
29678,cangzhou_man1,100,1000,100,8,99.85680173403115
29753,zhangjiako_man1,100,1000,100,8,99.85680259026606
15256,qhd_man1,100,1000,100,8,99.85680336812577
16937,langfang_man1,100,1000,100,8,99.856804273865
26584,cangzhou_man1,100,1000,100,8,99.85680510480228
20656,cangzhou_man1,100,1000,100,8,99.85680549678506
29643,shijiangzhuang_man1,100,1000,100,8,99.85680636270715
26711,zhangjiako_man1,100,1000,100,8,99.85680699579557
22431,handan_man1,100,1000,100,8,99.85680886417067
15450,handan_man1,100,1000,100,8,99.85680937474388
20860,baoding_man1,100,1000,100,8,99.85681236149792
28378,cangzhou_man1,100,1000,100,8,99.85681383705598
28785,shijiangzhuang_man1,100,1000,100,8,99.85681838890123
23494,shijiangzhuang_man1,100,1000,100,8,99.85681934933591
26996,cangzhou_man2,100,1000,100,8,99.8568208664622
20248,qhd_man2,100,1000,100,8,99.8568212405568
21124,cangzhou_man1,100,1000,100,8,99.85682292338277
23134,qhd_man1,100,1000,100,8,99.85682411884356
27438,baoding_man2,100,1000,100,8,99.85682471219178
16468,chengde_man1,100,1000,100,8,99.85682666918835
24407,handan_man1,100,1000,100,8,99.8568282264229
16145,cangzhou_man1,100,1000,100,8,99.85682934731214
18198,langfang_man1,100,1000,100,8,99.85683132655748
22179,beijing_man1,100,1000,100,8,99.8568315390857
23682,zhangjiako_man1,100,1000,100,8,99.85683203627464
27227,tangshan_man2,100,1000,100,8,99.85683340184806
25067,shijiangzhuang_man1,100,1000,100,8,99.85683354750832
22213,zhangjiako_man1,100,1000,100,8,99.85683380577967
16037,baoding_man1,100,1000,100,8,99.85683624272345
20649,tangshan_man2,100,1000,100,8,99.85683647277133
16063,baoding_man1,100,1000,100,8,99.85683657509298
22242,cangzhou_man1,100,1000,100,8,99.85683725248511
16184,cangzhou_man1,100,1000,100,8,99.85683727204506
26532,cangzhou_man1,100,1000,100,8,99.85683880754796
29392,cangzhou_man1,100,1000,100,8,99.85684173359076
22643,chengde_man1,100,1000,100,8,99.85684212793194
24420,handan_man1,100,1000,100,8,99.85684361757362
15192,cangzhou_man2,100,1000,100,8,99.85684704711258
21053,handan_man1,100,1000,100,8,99.8568472889721
28272,chengde_man1,100,1000,100,8,99.8568486847678
21266,langfang_man1,100,1000,100,8,99.85684982484484
28060,handan_man1,100,1000,100,8,99.856850430001
15429,langfang_man1,100,1000,100,8,99.85685064296332
28182,langfang_man1,100,1000,100,8,99.85685097216103
25902,handan_man1,100,1000,100,8,99.85685910176672
23878,chengde_man1,100,1000,100,8,99.85685916790224
27685,baoding_man1,100,1000,100,8,99.85686082228972
15165,qhd_man1,100,1000,100,8,99.85686099614195
29584,zhangjiako_man2,100,1000,100,8,99.8568615683374
20256,tianjin_man2,100,1000,100,8,99.85686266089094
19821,zhangjiako_man1,100,1000,100,8,99.85686281583894
26136,handan_man1,100,1000,100,8,99.85686308374652
22842,beijing_man2,100,1000,100,8,99.85686365621109
27462,handan_man1,100,1000,100,8,99.85686518595082
16293,hengshui_man1,100,1000,100,8,99.85686708912206
18894,tangshan_man2,100,1000,100,8,99.8568672825029
29705,xingtai_man1,100,1000,100,8,99.85686929921654
16877,shijiangzhuang_man1,100,1000,100,8,99.85686966197346
19576,langfang_man1,100,1000,100,8,99.85687106681746
21938,qhd_man2,100,1000,100,8,99.85687393121447
16075,qhd_man1,100,1000,100,8,99.85687437389691
24030,handan_man2,100,1000,100,8,99.85687497037493
26242,baoding_man2,100,1000,100,8,99.85687515756139
22986,tianjin_man2,100,1000,100,8,99.85687703942178
29410,hengshui_man1,100,1000,100,8,99.85687880689777
29214,shijiangzhuang_man1,100,1000,100,8,99.85688372233744
26190,baoding_man2,100,1000,100,8,99.85688476744612
29341,xingtai_man1,100,1000,100,8,99.85688549788587
15826,tangshan_man2,100,1000,100,8,99.85688652691344
18429,baoding_man1,100,1000,100,8,99.85688670782744
20506,tangshan_man2,100,1000,100,8,99.8568884709493
23173,qhd_man1,100,1000,100,8,99.85689352680633
21008,xingtai_man1,100,1000,100,8,99.85689441554027
28341,beijing_man2,100,1000,100,8,99.85689502604717
29131,langfang_man1,100,1000,100,8,99.85689581627277
19142,handan_man1,100,1000,100,8,99.85689600250204
23337,tianjin_man2,100,1000,100,8,99.85689722720872
27481,cangzhou_man1,100,1000,100,8,99.85689753833996
26481,xingtai_man1,100,1000,100,8,99.85690069384212
22574,handan_man1,100,1000,100,8,99.85690221106938
15819,langfang_man1,100,1000,100,8,99.85690259212652
18142,qhd_man2,100,1000,100,8,99.85690280968326
29745,beijing_man1,100,1000,100,8,99.85690407294437
20377,handan_man1,100,1000,100,8,99.8569058821102
18996,shijiangzhuang_man1,100,1000,100,8,99.85690675930708
27486,hengshui_man1,100,1000,100,8,99.85691181937729
20469,qhd_man1,100,1000,100,8,99.85691213819773
28219,zhangjiako_man1,100,1000,100,8,99.8569135792953
18141,handan_man1,100,1000,100,8,99.85691366301548
23106,tangshan_man1,100,1000,100,8,99.85691402676703
26950,beijing_man1,100,1000,100,8,99.85691480312148
25843,cangzhou_man1,100,1000,100,8,99.85691484992056
18135,xingtai_man1,100,1000,100,8,99.85691905808677
25186,tangshan_man2,100,1000,100,8,99.85691982928702
19528,tianjin_man2,100,1000,100,8,99.8569234813652
19308,shijiangzhuang_man1,100,1000,100,8,99.85692423679198
18923,baoding_man1,100,1000,100,8,99.85692471597676
20919,tianjin_man2,100,1000,100,8,99.85692600068091
25378,tianjin_man2,100,1000,100,8,99.85692910018048
22503,xingtai_man1,100,1000,100,8,99.85693372417127
23283,xingtai_man1,100,1000,100,8,99.856934457437
26435,handan_man2,100,1000,100,8,99.85693498108637
25256,chengde_man1,100,1000,100,8,99.8569371004228
23999,beijing_man1,100,1000,100,8,99.85693916628348
27545,langfang_man1,100,1000,100,8,99.85693984412131
15914,tianjin_man2,100,1000,100,8,99.85694027914995
18717,chengde_man1,100,1000,100,8,99.85694662736101
27508,xingtai_man1,100,1000,100,8,99.85694704441674
25366,shijiangzhuang_man1,100,1000,100,8,99.85694803612874
24320,chengde_man1,100,1000,100,8,99.85694809155923
28998,baoding_man2,100,1000,100,8,99.8569481078561
29528,tangshan_man2,100,1000,100,8,99.85694812989468
28689,langfang_man1,100,1000,100,8,99.85695285524568
23750,cangzhou_man1,100,1000,100,8,99.8569551749923
19088,hengshui_man1,100,1000,100,8,99.85695679192197
18312,cangzhou_man2,100,1000,100,8,99.8569580966051
20527,xingtai_man1,100,1000,100,8,99.85695887914228
19580,tianjin_man2,100,1000,100,8,99.85695902187227
23213,cangzhou_man2,100,1000,100,8,99.85696042259438
15641,tianjin_man2,100,1000,100,8,99.85696470986407
28108,tianjin_man2,100,1000,100,8,99.8569693460692
27788,qhd_man1,100,1000,100,8,99.85697296080153
21135,chengde_man1,100,1000,100,8,99.85697436534475
22350,shijiangzhuang_man1,100,1000,100,8,99.85697484197476
16399,handan_man1,100,1000,100,8,99.85697608305313
23258,beijing_man2,100,1000,100,8,99.85697954277576
23442,shijiangzhuang_man1,100,1000,100,8,99.85698132525287
23857,tianjin_man2,100,1000,100,8,99.85698224274934
28630,hengshui_man2,100,1000,100,8,99.85698520270215
23018,baoding_man1,100,1000,100,8,99.8569865272111
27080,beijing_man2,100,1000,100,8,99.85698747213124
16976,langfang_man1,100,1000,100,8,99.85699117348038
18709,tianjin_man2,100,1000,100,8,99.85699138815549
20273,handan_man1,100,1000,100,8,99.85699233967102
26503,zhangjiako_man1,100,1000,100,8,99.85699393856328
23161,baoding_man1,100,1000,100,8,99.85699430825682
29815,handan_man1,100,1000,100,8,99.85699639582897
18099,shijiangzhuang_man1,100,1000,100,8,99.85699731868645
21554,xingtai_man1,100,1000,100,8,99.8569976128361
22321,xingtai_man1,100,1000,100,8,99.85699867101727
15013,langfang_man1,100,1000,100,8,99.85700211841117
21996,xingtai_man1,100,1000,100,8,99.8570045796819
22719,baoding_man1,100,1000,100,8,99.85700465208483
29340,cangzhou_man1,100,1000,100,8,99.85700557519635
27836,shijiangzhuang_man1,100,1000,100,8,99.85700637042208
19544,tangshan_man2,100,1000,100,8,99.85700683933975
29511,beijing_man1,100,1000,100,8,99.85700711278152
16218,qhd_man1,100,1000,100,8,99.8570089377043
29414,baoding_man2,100,1000,100,8,99.85700960872006
18079,zhangjiako_man1,100,1000,100,8,99.85701292614343
16585,chengde_man1,100,1000,100,8,99.85701321644095
17796,cangzhou_man1,100,1000,100,8,99.85701351461455
28307,handan_man1,100,1000,100,8,99.85701601427517
29477,handan_man1,100,1000,100,8,99.85701690607877
25097,qhd_man1,100,1000,100,8,99.85701854136325
28994,hengshui_man2,100,1000,100,8,99.85701922695408
24547,shijiangzhuang_man1,100,1000,100,8,99.85702025377516
26313,beijing_man2,100,1000,100,8,99.8570216722566
24194,beijing_man2,100,1000,100,8,99.85702221322629
18382,xingtai_man1,100,1000,100,8,99.857022566718
24535,hengshui_man2,100,1000,100,8,99.85702269414301
22644,langfang_man1,100,1000,100,8,99.85702377924062
22054,handan_man1,100,1000,100,8,99.85702395183102
21329,zhangjiako_man1,100,1000,100,8,99.85702418331731
26794,beijing_man1,100,1000,100,8,99.85702526586402
20228,xingtai_man1,100,1000,100,8,99.85702573997607
23110,zhangjiako_man1,100,1000,100,8,99.85702676560571
16363,zhangjiako_man1,100,1000,100,8,99.85702996384433
18288,chengde_man1,100,1000,100,8,99.85703037483775
21452,tianjin_man2,100,1000,100,8,99.85703095614477
19442,qhd_man1,100,1000,100,8,99.85703209879433
28528,handan_man1,100,1000,100,8,99.85703288033555
27478,zhangjiako_man1,100,1000,100,8,99.85703289468461
19878,beijing_man2,100,1000,100,8,99.85703624466566
17593,hengshui_man1,100,1000,100,8,99.85703646903649
23652,tangshan_man2,100,1000,100,8,99.85703768393772
23345,chengde_man1,100,1000,100,8,99.8570396103599
27418,beijing_man2,100,1000,100,8,99.85703963774246
23473,baoding_man1,100,1000,100,8,99.8570399084268
29322,qhd_man1,100,1000,100,8,99.85704126449501
20989,qhd_man1,100,1000,100,8,99.85704158922245
24923,tianjin_man2,100,1000,100,8,99.85704359735357
15297,zhangjiako_man1,100,1000,100,8,99.85704561325056
23023,xingtai_man1,100,1000,100,8,99.8570470244201
28223,xingtai_man1,100,1000,100,8,99.85705231371843
21448,langfang_man1,100,1000,100,8,99.85705368443367
26992,hengshui_man1,100,1000,100,8,99.85705715390954
29435,shijiangzhuang_man1,100,1000,100,8,99.85705743947018
28259,chengde_man1,100,1000,100,8,99.85705811918993
23929,zhangjiako_man1,100,1000,100,8,99.85705852025453
26167,langfang_man1,100,1000,100,8,99.85705944272009
21126,beijing_man2,100,1000,100,8,99.85706061867509
25837,handan_man1,100,1000,100,8,99.85706068977404
19127,hengshui_man1,100,1000,100,8,99.8570624832449
21818,hengshui_man1,100,1000,100,8,99.85706313035894
18361,tangshan_man1,100,1000,100,8,99.85706391340608
25530,langfang_man1,100,1000,100,8,99.85706449199695
19059,beijing_man2,100,1000,100,8,99.8570650050415
22194,shijiangzhuang_man1,100,1000,100,8,99.85706506393049
23149,zhangjiako_man1,100,1000,100,8,99.85707210916878
24521,shijiangzhuang_man1,100,1000,100,8,99.85707329652159
18678,chengde_man1,100,1000,100,8,99.85707561239741
24245,xingtai_man1,100,1000,100,8,99.85707624185702
24913,tangshan_man2,100,1000,100,8,99.85707835378264
15616,shijiangzhuang_man1,100,1000,100,8,99.85707916354538
20961,tangshan_man2,100,1000,100,8,99.85708084542516
21894,tianjin_man2,100,1000,100,8,99.85708330432588
22568,xingtai_man1,100,1000,100,8,99.85708461217854
27867,baoding_man2,100,1000,100,8,99.85708595017547
15543,baoding_man1,100,1000,100,8,99.85708622386753
25594,chengde_man1,100,1000,100,8,99.85708916498936
28905,handan_man1,100,1000,100,8,99.85709712562024
24466,xingtai_man1,100,1000,100,8,99.85709825265145
16232,baoding_man2,100,1000,100,8,99.85710027634634
22600,handan_man1,100,1000,100,8,99.85710164368489
19409,xingtai_man1,100,1000,100,8,99.8571021235216
15581,qhd_man2,100,1000,100,8,99.85710420845096
25751,langfang_man1,100,1000,100,8,99.85710505548916
27151,qhd_man1,100,1000,100,8,99.85710583136081
19134,langfang_man1,100,1000,100,8,99.85710588956236
25978,hengshui_man1,100,1000,100,8,99.8571062473976
16570,baoding_man1,100,1000,100,8,99.8571063192943
17328,cangzhou_man1,100,1000,100,8,99.85710729916156
29123,shijiangzhuang_man1,100,1000,100,8,99.85710862137527
24468,tianjin_man2,100,1000,100,8,99.8571087731686
27377,cangzhou_man1,100,1000,100,8,99.85711099321537
23552,zhangjiako_man1,100,1000,100,8,99.85711120426943
27745,shijiangzhuang_man1,100,1000,100,8,99.85711441772379
25866,zhangjiako_man2,100,1000,100,8,99.85711497320852
27577,hengshui_man1,100,1000,100,8,99.85711728220551
19675,handan_man1,100,1000,100,8,99.85711883165024
20791,hengshui_man1,100,1000,100,8,99.85711941023577
17618,shijiangzhuang_man1,100,1000,100,8,99.8571199726059
19532,handan_man1,100,1000,100,8,99.8571199920138
27778,chengde_man1,100,1000,100,8,99.8571212852884
20426,shijiangzhuang_man1,100,1000,100,8,99.85712129534473
25234,beijing_man1,100,1000,100,8,99.85712251762462
28287,cangzhou_man1,100,1000,100,8,99.8571235888086
16523,xingtai_man1,100,1000,100,8,99.8571240837541
19847,zhangjiako_man1,100,1000,100,8,99.85712498374208
21396,langfang_man1,100,1000,100,8,99.85712525077493
29312,chengde_man1,100,1000,100,8,99.85712544920439
29598,chengde_man1,100,1000,100,8,99.85712638920788
26135,tangshan_man2,100,1000,100,8,99.85712816504874
23114,xingtai_man1,100,1000,100,8,99.85712827568186
21120,baoding_man1,100,1000,100,8,99.8571292566008
15786,hengshui_man2,100,1000,100,8,99.85712961921213
22821,handan_man1,100,1000,100,8,99.85713156634095
27777,zhangjiako_man2,100,1000,100,8,99.85713160717167
15979,tianjin_man2,100,1000,100,8,99.85713396258545
18638,zhangjiako_man1,100,1000,100,8,99.85713539829732
18832,baoding_man1,100,1000,100,8,99.85713550578807
19883,handan_man2,100,1000,100,8,99.85713743109474
15984,qhd_man1,100,1000,100,8,99.85713974465375
23333,langfang_man1,100,1000,100,8,99.85714145834686
25803,langfang_man1,100,1000,100,8,99.85714349935918
22981,chengde_man1,100,1000,100,8,99.85714581207112
28276,beijing_man1,100,1000,100,8,99.85714830574605
18072,tianjin_man2,100,1000,100,8,99.85714833037923
19380,chengde_man1,100,1000,100,8,99.85715131698574
19453,tangshan_man2,100,1000,100,8,99.85715256125177
23867,cangzhou_man1,100,1000,100,8,99.85715259076613
24363,beijing_man1,100,1000,100,8,99.85715438239208
28190,handan_man1,100,1000,100,8,99.85715443763345
22226,zhangjiako_man1,100,1000,100,8,99.857154476397
25781,tianjin_man2,100,1000,100,8,99.85715504170467
22923,hengshui_man1,100,1000,100,8,99.8571550563624
25873,shijiangzhuang_man1,100,1000,100,8,99.85715992491211
17244,handan_man1,100,1000,100,8,99.85716211914536
20223,cangzhou_man2,100,1000,100,8,99.85716236434466
15220,chengde_man1,100,1000,100,8,99.8571653363101
18983,shijiangzhuang_man1,100,1000,100,8,99.85716598678732
18313,zhangjiako_man1,100,1000,100,8,99.8571673195007
15760,hengshui_man1,100,1000,100,8,99.85716782484174
22953,baoding_man1,100,1000,100,8,99.8571689769096
20350,tangshan_man2,100,1000,100,8,99.85717323947236
18387,tangshan_man1,100,1000,100,8,99.85717359616253
26253,handan_man1,100,1000,100,8,99.85717497526485
29945,handan_man2,100,1000,100,8,99.85717520652099
22015,handan_man1,100,1000,100,8,99.85717526746659
17777,handan_man1,100,1000,100,8,99.85717544597534
24081,tangshan_man2,100,1000,100,8,99.85717572493103
29355,beijing_man2,100,1000,100,8,99.85717650217316
20946,shijiangzhuang_man1,100,1000,100,8,99.85717730493039
25438,chengde_man1,100,1000,100,8,99.8571789195306
27893,cangzhou_man2,100,1000,100,8,99.85718243506365
17965,cangzhou_man1,100,1000,100,8,99.85718313823948
19554,tianjin_man2,100,1000,100,8,99.85718346724805
20581,tianjin_man2,100,1000,100,8,99.85718544527676
27156,cangzhou_man1,100,1000,100,8,99.85718720383862
22507,hengshui_man2,100,1000,100,8,99.85719008721752
20239,langfang_man1,100,1000,100,8,99.85719129742284
16163,hengshui_man2,100,1000,100,8,99.85719264154058
19753,handan_man1,100,1000,100,8,99.85719432382473
27427,chengde_man1,100,1000,100,8,99.8571950417883
23511,qhd_man1,100,1000,100,8,99.85719674523335
25797,tangshan_man2,100,1000,100,8,99.85719734479967
17715,zhangjiako_man2,100,1000,100,8,99.85720076490905
19701,handan_man1,100,1000,100,8,99.85720112902547
21144,handan_man1,100,1000,100,8,99.85720135967559
23556,xingtai_man1,100,1000,100,8,99.857202180503
28703,cangzhou_man1,100,1000,100,8,99.85720265788746
28321,qhd_man1,100,1000,100,8,99.85720292516413
27783,tianjin_man2,100,1000,100,8,99.85720296027401
27525,hengshui_man1,100,1000,100,8,99.85720387323288
21915,chengde_man1,100,1000,100,8,99.8572057634361
25743,shijiangzhuang_man1,100,1000,100,8,99.8572086698691
15289,beijing_man1,100,1000,100,8,99.85721197842477
27394,shijiangzhuang_man1,100,1000,100,8,99.85721222218284
19997,shijiangzhuang_man1,100,1000,100,8,99.85721281954848
20872,qhd_man2,100,1000,100,8,99.85721291569813
24715,tianjin_man2,100,1000,100,8,99.85721354538974
24182,tianjin_man2,100,1000,100,8,99.85721507184495
29426,qhd_man1,100,1000,100,8,99.85721623899494
17992,xingtai_man1,100,1000,100,8,99.85721691614906
25921,cangzhou_man1,100,1000,100,8,99.85721705006988
26744,shijiangzhuang_man1,100,1000,100,8,99.85721741640849
22892,cangzhou_man1,100,1000,100,8,99.85721808004112
25149,qhd_man1,100,1000,100,8,99.85721815058096
21068,baoding_man1,100,1000,100,8,99.85721824746643
29349,baoding_man1,100,1000,100,8,99.85721856846699
25982,baoding_man1,100,1000,100,8,99.85722121446571
15173,tianjin_man2,100,1000,100,8,99.8572218836384
20334,tianjin_man2,100,1000,100,8,99.85722303962562
